geonameid,name,asciiname,state,county,lat,lon,population,feature_code,timezone
5392171,San Jose,San Jose,CA,085,37.33939,-121.89496,997368,PPLA2,America/Los_Angeles
4671654,Austin,Austin,TX,453,30.26715,-97.74306,974447,PPLA,America/Chicago
4509177,Columbus,Columbus,OH,049,39.96118,-82.99879,913175,PPLA,America/New_York
4460243,Charlotte,Charlotte,NC,119,35.22709,-80.84313,911311,PPLA2,America/New_York
4259418,Indianapolis,Indianapolis,IN,097,39.76838,-86.15804,887642,PPLA,America/Indiana/Indianapolis
5809844,Seattle,Seattle,WA,033,47.60621,-122.33207,780995,PPLA2,America/Los_Angeles
5419384,Denver,Denver,CO,031,39.73915,-104.9847,729019,PPLA,America/Denver
4140963,Washington,Washington,DC,001,38.89511,-77.03637,689545,PPLC,America/New_York
4644585,Nashville,Nashville,TN,037,36.16589,-86.78444,689447,PPLA,America/Chicago
4544349,Oklahoma City,Oklahoma City,OK,109,35.46756,-97.51643,681054,PPLA,America/Chicago
5520993,El Paso,El Paso,TX,141,31.75872,-106.48693,678815,PPLA2,America/Denver
4930956,Boston,Boston,MA,025,42.35843,-71.05977,653833,PPLA,America/New_York
5746545,Portland,Portland,OR,051,45.52345,-122.67621,652503,PPLA2,America/Los_Angeles
4990729,Detroit,Detroit,MI,163,42.33143,-83.04575,645705,PPLA2,America/Detroit
5506956,Las Vegas,Las Vegas,NV,003,36.17497,-115.13722,641903,PPLA2,America/Los_Angeles
4645421,New South Memphis,New South Memphis,TN,157,35.08676,-90.05676,641608,PPLX,America/Chicago
4299276,Louisville,Louisville,KY,111,38.25424,-85.75941,624444,PPLA2,America/Kentucky/Louisville
5454711,Albuquerque,Albuquerque,NM,001,35.08449,-106.65114,564559,PPLA2,America/Denver
5263045,Milwaukee,Milwaukee,WI,079,43.0389,-87.90647,563531,PPLA2,America/Chicago
5318313,Tucson,Tucson,AZ,019,32.22174,-110.92648,542629,PPLA2,America/Phoenix
5350937,Fresno,Fresno,CA,019,36.74773,-119.77237,542107,PPLA2,America/Los_Angeles
5389489,Sacramento,Sacramento,CA,067,38.58157,-121.4944,524943,PPLA,America/Los_Angeles
4180439,Atlanta,Atlanta,GA,121,33.749,-84.38798,510823,PPLA,America/New_York
4164138,Miami,Miami,FL,086,25.77427,-80.19366,487014,PPLA2,America/New_York
5074472,Omaha,Omaha,NE,055,41.25626,-95.94043,486051,PPLA2,America/Chicago
4487042,Raleigh,Raleigh,NC,183,35.7721,-78.63861,482295,PPLA,America/New_York
4393217,Kansas City,Kansas City,MO,095,39.09973,-94.57857,475378,PPL,America/Chicago
5417598,Colorado Springs,Colorado Springs,CO,041,38.83388,-104.82136,456568,PPLA2,America/Denver
4791259,Virginia Beach,Virginia Beach,VA,810,36.85293,-75.97799,454808,PPLA2,America/New_York
4174757,Tampa,Tampa,FL,057,27.94752,-82.45843,414547,PPLA2,America/New_York
4553433,Tulsa,Tulsa,OK,143,36.15398,-95.99277,413066,PPLA2,America/Chicago
5037649,Minneapolis,Minneapolis,MN,053,44.97997,-93.26384,410939,PPLA2,America/Chicago
4281730,Wichita,Wichita,KS,173,37.69224,-97.33754,396119,PPLA2,America/Chicago
5325738,Bakersfield,Bakersfield,CA,029,35.37329,-119.01871,373640,PPLA2,America/Los_Angeles
5150529,Cleveland,Cleveland,OH,035,41.4995,-81.69541,365379,PPLA2,America/New_York
4335045,New Orleans,New Orleans,LA,071,29.95465,-90.07507,362701,PPLA2,America/Chicago
4167147,Orlando,Orlando,FL,095,28.53834,-81.37924,334854,PPLA2,America/New_York
4297983,Lexington,Lexington,KY,067,37.98869,-84.47772,320347,PPLA2,America/New_York
4683416,Corpus Christi,Corpus Christi,TX,355,27.80058,-97.39638,316239,PPLA2,America/Chicago
4508722,Cincinnati,Cincinnati,OH,061,39.12711,-84.51439,311097,PPLA2,America/New_York
5206379,Pittsburgh,Pittsburgh,PA,003,40.44062,-79.99589,304391,PPLA2,America/New_York
4300488,Meads,Meads,KY,019,38.41258,-82.70905,288649,PPL,America/New_York
4469146,Greensboro,Greensboro,NC,081,36.07264,-79.79198,285342,PPL,America/New_York
5261457,Madison,Madison,WI,025,43.07305,-89.40123,280305,PPLA,America/Chicago
4407066,St. Louis,St. Louis,MO,510,38.62727,-90.19789,279695,PPLA2,America/Chicago
5511077,Reno,Reno,NV,031,39.52963,-119.8138,264165,PPLA2,America/Los_Angeles
4920423,Fort Wayne,Fort Wayne,IN,003,41.1306,-85.12886,260326,PPLA2,America/Indiana/Indianapolis
5110629,Buffalo,Buffalo,NY,029,42.88645,-78.87837,258071,PPLA2,America/New_York
4705349,Laredo,Laredo,TX,479,27.50641,-99.50754,256153,PPLA2,America/Chicago
5525577,Lubbock,Lubbock,TX,303,33.57786,-101.85517,249042,PPLA2,America/Chicago
7289169,Tri-Cities,Tri-Cities,WA,021,46.2454,-119.19617,244036,PPLS,America/Los_Angeles
5586437,Boise,Boise,ID,001,43.6135,-116.20345,235684,PPLA,America/Boise
5811696,Spokane,Spokane,WA,063,47.65966,-117.42908,229447,PPLA2,America/Los_Angeles
4315588,Baton Rouge,Baton Rouge,LA,033,30.44332,-91.18747,227470,PPLA,America/Chicago
4781708,Richmond,Richmond,VA,760,37.55376,-77.46026,226610,PPLA,America/New_York
5780993,Salt Lake City,Salt Lake City,UT,035,40.76078,-111.89105,215548,PPLA,America/Denver
4068590,Huntsville,Huntsville,AL,089,34.7304,-86.58594,215006,PPLA2,America/Chicago
4853828,Des Moines,Des Moines,IA,153,41.60054,-93.60911,214133,PPLA,America/Chicago
5134086,Rochester,Rochester,NY,055,43.15478,-77.61556,209802,PPLA2,America/New_York
4188985,Columbus,Columbus,GA,215,32.46098,-84.98771,206922,PPLA2,America/New_York
4119403,Little Rock,Little Rock,AR,119,34.74648,-92.28959,202591,PPLA,America/Chicago
4174715,Tallahassee,Tallahassee,FL,073,30.43826,-84.28073,201731,PPLA,America/New_York
5516233,Amarillo,Amarillo,TX,375,35.222,-101.8313,198645,PPLA2,America/Chicago
4049979,Birmingham,Birmingham,AL,073,33.52066,-86.80249,196357,PPLA2,America/Chicago
4076784,Montgomery,Montgomery,AL,101,32.36681,-86.29997,195287,PPLA,America/Chicago
4994358,Grand Rapids,Grand Rapids,MI,081,42.96336,-85.66809,195097,PPLA2,America/Detroit
4634946,Knoxville,Knoxville,TN,093,35.96064,-83.92074,190740,PPLA2,America/New_York
4341513,Shreveport,Shreveport,LA,017,32.52515,-93.75018,187593,PPLA2,America/Chicago
4676740,Brownsville,Brownsville,TX,061,25.90175,-97.49748,186738,PPLA2,America/Chicago
4076598,Mobile,Mobile,AL,097,30.69436,-88.04305,183289,PPLA2,America/Chicago
4612862,Chattanooga,Chattanooga,TN,065,35.04563,-85.30968,181099,PPLA2,America/New_York
5393287,Santa Rosa,Santa Rosa,CA,097,38.44047,-122.71443,178127,PPLA2,America/Los_Angeles
5725846,Eugene,Eugene,OR,039,44.05207,-123.08675,176654,PPLA2,America/Los_Angeles
4149962,Cape Coral,Cape Coral,FL,071,26.56285,-81.94953,175229,PPL,America/New_York
5231851,Sioux Falls,Sioux Falls,SD,099,43.54369,-96.72796,171544,PPLA2,America/Chicago
4409896,Springfield,Springfield,MO,077,37.21533,-93.29824,170188,PPLA2,America/Chicago
4169171,Port Saint Lucie,Port Saint Lucie,FL,111,27.29393,-80.35033,164603,PPL,America/New_York
4951788,Springfield,Springfield,MA,013,42.10148,-72.58981,154341,PPL,America/New_York
4431410,Jackson,Jackson,MS,049,32.29876,-90.18481,153701,PPLA,America/Chicago
4221552,Savannah,Savannah,GA,051,32.08354,-81.09983,147780,PPLA2,America/New_York
5140405,Syracuse,Syracuse,NY,067,43.04812,-76.14742,144142,PPLA2,America/New_York
4575352,Columbia,Columbia,SC,079,34.00071,-81.03481,142416,PPLA,America/New_York
4574324,Charleston,Charleston,SC,019,32.77632,-79.93275,132609,PPLA2,America/New_York
5526337,Midland,Midland,TX,329,31.99735,-102.07791,132524,PPLA2,America/Chicago
4739526,Waco,Waco,TX,309,31.54933,-97.14667,132356,PPLA2,America/Chicago
4850751,Cedar Rapids,Cedar Rapids,IA,113,42.00833,-91.64407,130405,PPLA2,America/Chicago
4381982,Columbia,Columbia,MO,019,38.95171,-92.33407,129330,PPLA2,America/Chicago
4280539,Topeka,Topeka,KS,177,39.04833,-95.67804,125963,PPLA,America/Chicago
4669635,Abilene,Abilene,TX,441,32.44874,-99.73314,125182,PPLA2,America/Chicago
5406222,Victorville,Victorville,CA,071,34.53611,-117.29116,122225,PPL,America/Los_Angeles
5336269,Chico,Chico,CA,007,39.72849,-121.83748,121345,PPL,America/Los_Angeles
4257227,Evansville,Evansville,IN,163,37.97476,-87.55585,119943,PPLA2,America/Chicago
5059163,Fargo,Fargo,ND,017,46.87719,-96.7898,118523,PPLA2,America/Chicago
5640350,Billings,Billings,MT,111,45.78329,-108.50069,117116,PPLA2,America/Denver
4499379,Wilmington,Wilmington,NC,129,34.23556,-77.94604,115933,PPLA2,America/New_York
4672989,Beaumont,Beaumont,TX,245,30.08605,-94.10185,115282,PPLA2,America/Chicago
4905687,Peoria,Peoria,IL,143,40.69365,-89.58899,115070,PPLA2,America/Chicago
4998830,Lansing,Lansing,MI,065,42.73253,-84.55553,112644,PPLA,America/Detroit
5043473,Rochester,Rochester,MN,109,44.02163,-92.4699,112225,PPLA2,America/Chicago
4682464,College Station,College Station,TX,041,30.62798,-96.33441,107889,PPL,America/Chicago
5254962,Green Bay,Green Bay,WI,009,44.51916,-88.01983,105207,PPLA2,America/Chicago
5393180,Santa Maria,Santa Maria,CA,083,34.95303,-120.43572,105093,PPL,America/Los_Angeles
4741752,Wichita Falls,Wichita Falls,TX,485,33.91371,-98.49339,104710,PPLA2,America/Chicago
4738214,Tyler,Tyler,TX,423,32.35126,-95.30106,103700,PPLA2,America/Chicago
4853423,Davenport,Davenport,IA,163,41.52364,-90.57764,102582,PPLA2,America/Chicago
4926563,South Bend,South Bend,IN,141,41.68338,-86.25001,101516,PPLA2,America/Indiana/Indianapolis
5106834,Albany,Albany,NY,001,42.65258,-73.75623,101228,PPLA,America/New_York
4782167,Roanoke,Roanoke,VA,770,37.27097,-79.94143,100011,PPLA2,America/New_York
5530022,San Angelo,San Angelo,TX,451,31.46377,-100.43704,99893,PPLA2,America/Chicago
5188843,Erie,Erie,PA,049,42.12922,-80.08506,99475,PPLA2,America/New_York
5322053,Yuma,Yuma,AZ,027,32.72532,-114.6244,95548,PPLA2,America/Phoenix
4453066,Asheville,Asheville,NC,021,35.60095,-82.55402,95056,PPLA2,America/New_York
5816605,Yakima,Yakima,WA,077,46.60207,-120.5059,93701,PPLA2,America/Los_Angeles
5570160,Redding,Redding,CA,089,40.58654,-122.39168,91582,PPLA2,America/Los_Angeles
4207400,Macon,Macon,GA,021,32.84069,-83.6324,91351,PPLA2,America/New_York
4469160,Greenville,Greenville,NC,147,35.61266,-77.36635,90597,PPLA2,America/New_York
4111410,Fort Smith,Fort Smith,AR,131,35.38592,-94.39855,88194,PPL,America/Chicago
5359446,Indio,Indio,CA,065,33.7207,-116.21677,87533,PPL,America/Los_Angeles
5713587,Bend,Bend,OR,017,44.05817,-121.31531,87014,PPLA2,America/Los_Angeles
5024719,Duluth,Duluth,MN,137,46.78327,-92.10658,86110,PPLA2,America/Chicago
4887158,Champaign,Champaign,IL,019,40.11642,-88.24338,86096,PPL,America/Chicago
5786899,Bellingham,Bellingham,WA,073,48.75955,-122.48822,85146,PPLA2,America/Los_Angeles
4876523,Sioux City,Sioux City,IA,193,42.49999,-96.40031,82821,PPLA2,America/Chicago
5740099,Medford,Medford,OR,029,42.32652,-122.87559,79805,PPLA2,America/Los_Angeles
5211303,Scranton,Scranton,PA,069,41.40916,-75.6649,77118,PPLA2,America/New_York
5688025,Bismarck,Bismarck,ND,015,46.80833,-100.78374,75092,PPLA,America/Chicago
4179320,Albany,Albany,GA,095,31.57851,-84.15574,74843,PPLA2,America/New_York
4116834,Jonesboro,Jonesboro,AR,031,35.8423,-90.70428,73907,PPL,America/Chicago
5768233,Rapid City,Rapid City,SD,103,44.08054,-103.23101,73569,PPLA2,America/Denver
5546220,Saint George,Saint George,UT,053,37.10415,-113.58412,72897,PPL,America/Denver
4428667,Gulfport,Gulfport,MS,047,30.36742,-89.09282,71856,PPL,America/Chicago
5666639,Missoula,Missoula,MT,063,46.87215,-113.994,71022,PPLA2,America/Denver
5294810,Flagstaff,Flagstaff,AZ,005,35.19807,-111.65127,70320,PPLA2,America/Phoenix
4059102,Dothan,Dothan,AL,069,31.22323,-85.39049,68567,PPLA2,America/Chicago
5251436,Eau Claire,Eau Claire,WI,035,44.81135,-91.49849,67778,PPLA2,America/Chicago
4739157,Victoria,Victoria,TX,469,28.80527,-97.0036,67574,PPLA2,America/Chicago
4632595,Jackson,Jackson,TN,113,35.61452,-88.81395,66975,PPLA2,America/Chicago
4975802,Portland,Portland,ME,005,43.65737,-70.2589,66881,PPLA2,America/New_York
5821086,Cheyenne,Cheyenne,WY,021,41.13998,-104.82025,65132,PPLA,America/Denver
4128894,Rogers,Rogers,AR,007,36.33202,-94.11854,63159,PPL,America/Chicago
4265737,Terre Haute,Terre Haute,IN,167,39.4667,-87.41391,60825,PPLA2,America/Indiana/Indianapolis
5423573,Grand Junction,Grand Junction,CO,077,39.06387,-108.55065,60358,PPLA2,America/Denver
5820705,Casper,Casper,WY,025,42.86663,-106.31308,60285,PPLA2,America/Denver
5655240,Great Falls,Great Falls,MT,013,47.50024,-111.30081,59638,PPLA2,America/Denver
5596475,Idaho Falls,Idaho Falls,ID,019,43.46658,-112.03414,59184,PPLA2,America/Boise
4166673,Ocala,Ocala,FL,083,29.1872,-82.14009,58218,PPLA2,America/New_York
5059429,Grand Forks,Grand Forks,ND,035,47.92526,-97.03285,57011,PPLA2,America/Chicago
4228147,Valdosta,Valdosta,GA,185,30.83334,-83.28032,55724,PPLA2,America/New_York
5301388,Lake Havasu City,Lake Havasu City,AZ,015,34.4839,-114.32245,53553,PPL,America/Phoenix
4634662,Kingsport,Kingsport,TN,163,36.54843,-82.56182,53014,PPL,America/New_York
4763231,Harrisonburg,Harrisonburg,VA,660,38.44957,-78.86892,52538,PPLA2,America/New_York
5258957,La Crosse,La Crosse,WI,063,43.80136,-91.23958,52306,PPLA2,America/Chicago
4535961,Enid,Enid,OK,047,36.39559,-97.87839,51776,PPLA2,America/Chicago
5069297,Grand Island,Grand Island,NE,079,40.92501,-98.34201,51440,PPLA2,America/Chicago
5777544,Logan,Logan,UT,005,41.73549,-111.83439,50371,PPLA2,America/Denver
5192726,Harrisburg,Harrisburg,PA,043,40.2737,-76.88442,50183,PPLA,America/New_York
4333669,Monroe,Monroe,LA,073,32.50931,-92.1193,49598,PPLA2,America/Chicago
5690532,Minot,Minot,ND,101,48.23251,-101.29627,49450,PPLA2,America/Chicago
5488441,Roswell,Roswell,NM,005,33.39437,-104.52491,48544,PPLA2,America/Denver
4314550,Alexandria,Alexandria,LA,079,31.31129,-92.44514,47889,PPLA2,America/Chicago
4278890,Salina,Salina,KS,169,38.84028,-97.61142,47813,PPLA2,America/Chicago
5610810,Twin Falls,Twin Falls,ID,083,42.56297,-114.46087,47468,PPLA2,America/Boise
4429295,Hattiesburg,Hattiesburg,MS,035,31.32712,-89.29034,46805,PPLA2,America/Chicago
5178195,Altoona,Altoona,PA,013,40.51868,-78.39474,45344,PPL,America/New_York
5084868,Concord,Concord,NH,013,43.20814,-71.53757,43976,PPLA,America/New_York
4180531,Augusta,Augusta,GA,245,33.47097,-81.97484,43459,PPLA2,America/New_York
5641727,Bozeman,Bozeman,MT,031,45.67965,-111.03856,43405,PPLA2,America/Denver
5467328,Farmington,Farmington,NM,045,36.72806,-108.21869,42871,PPL,America/Denver
5234372,Burlington,Burlington,VT,007,44.47588,-73.21207,42452,PPLA2,America/New_York
5001929,Midland,Midland,MI,111,43.61558,-84.24721,42200,PPLA2,America/Detroit
5309842,Prescott,Prescott,AZ,025,34.54002,-112.4685,41899,PPLA2,America/Phoenix
5153924,Findlay,Findlay,OH,063,41.04422,-83.64993,41149,PPLA2,America/New_York
5036420,Mankato,Mankato,MN,013,44.15906,-94.00915,41044,PPLA2,America/Chicago
4247703,Quincy,Quincy,IL,001,39.9356,-91.40987,40780,PPLA2,America/Chicago
4357141,Hagerstown,Hagerstown,MD,043,39.64176,-77.71999,40432,PPLA2,America/New_York
4435764,Meridian,Meridian,MS,075,32.36431,-88.70366,39661,PPLA2,America/Chicago
5462393,Clovis,Clovis,NM,009,34.4048,-103.20523,39480,PPLA2,America/Denver
4379966,Cape Girardeau,Cape Girardeau,MO,031,37.30588,-89.51815,39462,PPL,America/Chicago
5278120,Wausau,Wausau,WI,073,44.95914,-89.63012,39094,PPLA2,America/Chicago
5471578,Hobbs,Hobbs,NM,025,32.70261,-103.13604,38416,PPL,America/Denver
4167694,Panama City,Panama City,FL,005,30.15946,-85.65983,38286,PPLA2,America/Chicago
4578737,Florence,Florence,SC,041,34.19543,-79.76256,38228,PPLA2,America/New_York
4736096,Texarkana,Texarkana,TX,037,33.42513,-94.04769,37280,PPL,America/Chicago
4708308,Lufkin,Lufkin,TX,005,31.33824,-94.7291,36333,PPLA2,America/Chicago
5520076,Del Rio,Del Rio,TX,465,29.36273,-100.89676,36153,PPLA2,America/Chicago
4448903,Tupelo,Tupelo,MS,081,34.25807,-88.70464,35680,PPLA2,America/Chicago
5642934,Butte,Butte,MT,093,46.00382,-112.53474,34190,PPLA2,America/Denver
4368711,Salisbury,Salisbury,MD,045,38.36067,-75.59937,32899,PPLA2,America/New_York
5807540,Pullman,Pullman,WA,075,46.73127,-117.17962,32816,PPL,America/Los_Angeles
5826027,Gillette,Gillette,WY,005,44.29109,-105.50222,32649,PPLA2,America/Denver
4957280,Bangor,Bangor,ME,019,44.79884,-68.77265,32391,PPLA2,America/New_York
4295251,Hopkinsville,Hopkinsville,KY,047,36.86561,-87.49117,32205,PPLA2,America/Chicago
4428475,Greenville,Greenville,MS,151,33.40898,-91.05978,32156,PPLA2,America/Chicago
4615145,Cookeville,Cookeville,TN,141,36.16284,-85.50164,32113,PPLA2,America/Chicago
4165637,Navarre,Navarre,FL,113,30.40159,-86.86357,31378,PPL,America/Chicago
4817641,Parkersburg,Parkersburg,WV,107,39.26674,-81.56151,30991,PPLA2,America/New_York
8436572,South Kingstown,South Kingstown,RI,009,41.44718,-71.52494,30826,PPL,America/New_York
5454627,Alamogordo,Alamogordo,NM,035,32.89953,-105.96027,30753,PPLA2,America/Denver
5132143,Poughkeepsie,Poughkeepsie,NY,027,41.70037,-73.92097,30371,PPLA2,America/New_York
5219585,Williamsport,Williamsport,PA,081,41.24119,-77.00108,29201,PPLA2,America/New_York
5460459,Carlsbad,Carlsbad,NM,015,32.42067,-104.22884,28957,PPLA2,America/Denver
5387494,Ridgecrest,Ridgecrest,CA,029,35.62246,-117.6709,28780,PPL,America/Los_Angeles
5225857,Aberdeen,Aberdeen,SD,013,45.4647,-98.48648,28102,PPLA2,America/Chicago
5445298,Dodge City,Dodge City,KS,057,37.7528,-100.01708,27912,PPLA2,America/Chicago
5138022,Shirley,Shirley,NY,103,40.80149,-72.8676,27854,PPL,America/New_York
4866445,Mason City,Mason City,IA,033,43.15357,-93.20104,27366,PPLA2,America/Chicago
4569298,Anderson,Anderson,SC,007,34.50344,-82.65013,27335,PPLA2,America/New_York
5563397,Eureka,Eureka,CA,023,40.80207,-124.16367,27017,PPLA2,America/Los_Angeles
5692947,Williston,Williston,ND,105,48.14697,-103.61797,26977,PPLA2,America/Chicago
5143396,Watertown,Watertown,NY,045,43.97478,-75.91076,26780,PPLA2,America/New_York
4160812,Key West,Key West,FL,087,24.55524,-81.78163,25755,PPLA2,America/New_York
5174358,Troy,Troy,OH,109,40.0395,-84.20328,25659,PPLA2,America/New_York
4529469,Ardmore,Ardmore,OK,019,34.17426,-97.14363,25176,PPLA2,America/Chicago
4884453,Belvidere,Belvidere,IL,007,42.26391,-88.84427,25132,PPLA2,America/Chicago
5397018,Soledad,Soledad,CA,053,36.42469,-121.32632,25003,PPL,America/Los_Angeles
4717560,Paris,Paris,TX,277,33.66094,-95.55551,24782,PPLA2,America/Chicago
4857486,Fort Dodge,Fort Dodge,IA,187,42.49747,-94.16802,24649,PPLA2,America/Chicago
4870380,Ottumwa,Ottumwa,IA,179,41.02001,-92.4113,24624,PPLA2,America/Chicago
5697939,North Platte,North Platte,NE,111,41.12389,-100.76542,24194,PPLA2,America/Chicago
5836898,Rock Springs,Rock Springs,WY,037,41.58746,-109.2029,23962,PPL,America/Denver
5688789,Dickinson,Dickinson,ND,089,46.87918,-102.78962,23765,PPLA2,America/Denver
5468773,Gallup,Gallup,NM,031,35.52808,-108.74258,23240,PPLA2,America/Denver
5378500,Oakdale,Oakdale,CA,099,37.76659,-120.84715,22259,PPL,America/Los_Angeles
5232741,Watertown,Watertown,SD,029,44.89941,-97.11507,22073,PPLA2,America/Chicago
5660340,Kalispell,Kalispell,MT,029,48.19579,-114.31291,22052,PPLA2,America/Denver
5000947,Marquette,Marquette,MI,103,46.54354,-87.39542,21297,PPLA2,America/Detroit
4272782,Hays,Hays,KS,051,38.87918,-99.32677,21092,PPLA2,America/Chicago
5445820,Liberal,Liberal,KS,175,37.04308,-100.921,20746,PPLA2,America/Chicago
4277241,Pittsburg,Pittsburg,KS,037,37.41088,-94.70496,20409,PPL,America/Chicago
5703670,Elko,Elko,NV,007,40.83242,-115.76312,20279,PPLA2,America/Los_Angeles
4734350,Stephenville,Stephenville,TX,143,32.2207,-98.20226,20120,PPLA2,America/Chicago
4406282,Rolla,Rolla,MO,161,37.95143,-91.77127,20019,PPLA2,America/Chicago
5052916,Willmar,Willmar,MN,067,45.12191,-95.04334,19638,PPLA2,America/Chicago
5807212,Port Angeles,Port Angeles,WA,009,48.11815,-123.43074,19448,PPLA2,America/Los_Angeles
4529292,Altus,Altus,OK,065,34.63813,-99.33398,19214,PPLA2,America/Chicago
4241704,Jacksonville,Jacksonville,IL,137,39.73394,-90.22901,19103,PPLA2,America/Chicago
4805404,Fairmont,Fairmont,WV,049,39.48508,-80.14258,18733,PPLA2,America/New_York
4542367,McAlester,McAlester,OK,121,34.93343,-95.76971,18310,PPLA2,America/Chicago
5838198,Sheridan,Sheridan,WY,033,44.79719,-106.95618,17873,PPLA2,America/Denver
4922968,Logansport,Logansport,IN,017,40.75448,-86.35667,17793,PPLA2,America/Indiana/Indianapolis
4829307,Bay City,Bay City,TX,321,28.98276,-95.9694,17598,PPLA2,America/Chicago
5164390,New Philadelphia,New Philadelphia,OH,157,40.48979,-81.44567,17484,PPLA2,America/New_York
4798308,Beckley,Beckley,WV,081,37.77817,-81.18816,17056,PPLA2,America/New_York
5789683,Centralia,Centralia,WA,041,46.71621,-122.9543,16753,PPL,America/Los_Angeles
5293083,Douglas,Douglas,AZ,003,31.34455,-109.54534,16592,PPL,America/Phoenix
4738721,Uvalde,Uvalde,TX,463,29.20968,-99.78617,16476,PPLA2,America/Chicago
5720495,Coos Bay,Coos Bay,OR,011,43.3665,-124.21789,16182,PPL,America/Los_Angeles
5229794,Mitchell,Mitchell,SD,035,43.70943,-98.0298,15669,PPLA2,America/Chicago
5059836,Jamestown,Jamestown,ND,093,46.91054,-98.70844,15422,PPLA2,America/Chicago
5308305,Payson,Payson,AZ,007,34.23087,-111.32514,15345,PPL,America/Phoenix
5756304,The Dalles,The Dalles,OR,065,45.59456,-121.17868,15340,PPLA2,America/Los_Angeles
5572400,Susanville,Susanville,CA,035,40.41628,-120.65301,15247,PPLA2,America/Los_Angeles
5012495,Traverse City,Traverse City,MI,055,44.76306,-85.62063,15218,PPLA2,America/Detroit
4437982,Natchez,Natchez,MS,001,31.56017,-91.40329,15128,PPLA2,America/Chicago
4245152,Mount Vernon,Mount Vernon,IL,081,38.31727,-88.90312,15087,PPLA2,America/Chicago
5699404,Scottsbluff,Scottsbluff,NE,157,41.86663,-103.66717,14802,PPL,America/Denver
5017822,Bemidji,Bemidji,MN,007,47.47356,-94.88028,14594,PPLA2,America/Chicago
5464806,Deming,Deming,NM,029,32.2687,-107.75864,14522,PPLA2,America/Denver
4722837,Rio Grande City,Rio Grande City,TX,427,26.37979,-98.8203,14404,PPLA2,America/Chicago
4940190,Hyannis,Hyannis,MA,001,41.65289,-70.2828,14120,PPL,America/New_York
5582392,Sterling,Sterling,CO,075,40.62554,-103.20771,14104,PPLA2,America/Denver
5767918,Pierre,Pierre,SD,065,44.36832,-100.35097,14091,PPLA,America/Chicago
5129852,Oneonta,Oneonta,NY,077,42.45286,-75.06377,13862,PPL,America/New_York
5009004,Sault Ste. Marie,Sault Ste. Marie,MI,033,46.4953,-84.34532,13827,PPLA2,America/Detroit
5334423,Carpinteria,Carpinteria,CA,083,34.39888,-119.51846,13727,PPL,America/Los_Angeles
5475433,Las Vegas,Las Vegas,NM,047,35.59393,-105.2239,13386,PPLA2,America/Denver
5019116,Brainerd,Brainerd,MN,035,46.35802,-94.20083,13371,PPLA2,America/Chicago
4321310,Crowley,Crowley,LA,001,30.21409,-92.37458,13144,PPLA2,America/Chicago
5735537,La Grande,La Grande,OR,061,45.32458,-118.08772,13074,PPLA2,America/Los_Angeles
5210117,Saint Marys,Saint Marys,PA,047,41.42784,-78.56086,13070,PPL,America/New_York
4556050,Woodward,Woodward,OK,153,36.43365,-99.39039,12993,PPLA2,America/Chicago
4428539,Grenada,Grenada,MS,043,33.769,-89.80842,12900,PPLA2,America/Chicago
