z_mm,exact_fin_beer_lambert_rise_K,local_beer_lambert_rise_K,effective_hotspot_rise_K
7.7564637,1.5973237,1.3916937,5.8372203
7.764804,1.5874066,1.3830533,5.7608507
7.7731443,1.577551,1.3744665,5.685364
7.7814846,1.5677567,1.365933,5.6107517
7.7898249,1.5580232,1.3574525,5.5370053
7.7981651,1.5483501,1.3490247,5.4641164
7.8065054,1.538737,1.3406491,5.3920768
7.8148457,1.5291837,1.3323256,5.3208781
7.823186,1.5196896,1.3240538,5.250512
7.8315263,1.5102545,1.3158333,5.1809706
7.8398666,1.500878,1.3076639,5.1122455
7.8482068,1.4915597,1.2995451,5.0443289
7.8565471,1.4822992,1.2914768,4.9772126
7.8648874,1.4730962,1.2834586,4.9108889
7.8732277,1.4639504,1.2754901,4.8453497
7.881568,1.4548614,1.2675712,4.7805874
7.8899083,1.4458288,1.2597014,4.7165941
7.8982485,1.4368522,1.2518804,4.6533621
7.9065888,1.4279314,1.244108,4.5908838
7.9149291,1.419066,1.2363839,4.5291516
7.9232694,1.4102556,1.2287077,4.468158
7.9316097,1.4015,1.2210792,4.4078955
7.93995,1.3927987,1.213498,4.3483567
7.9482902,1.3841514,1.2059639,4.2895342
7.9566305,1.3755578,1.1984766,4.2314207
7.9649708,1.3670175,1.1910358,4.174009
7.9733111,1.3585303,1.1836412,4.1172919
7.9816514,1.3500957,1.1762924,4.0612623
7.9899917,1.3417136,1.1689893,4.005913
7.9983319,1.3333834,1.1617316,3.9512371
8.0066722,1.325105,1.1545189,3.8972275
8.0150125,1.316878,1.147351,3.8438774
8.0233528,1.3087021,1.1402276,3.7911799
8.0316931,1.3005769,1.1331484,3.7391282
8.0400334,1.2925022,1.1261131,3.6877155
8.0483736,1.2844776,1.1191216,3.6369351
8.0567139,1.2765028,1.1121734,3.5867805
8.0650542,1.2685776,1.1052684,3.5372449
8.0733945,1.2607015,1.0984063,3.4883219
8.0817348,1.2528744,1.0915867,3.4400049
8.0900751,1.2450958,1.0848096,3.3922876
8.0984153,1.2373655,1.0780744,3.3451636
8.1067556,1.2296833,1.0713811,3.2986265
8.1150959,1.2220487,1.0647294,3.2526701
8.1234362,1.2144615,1.0581189,3.2072881
8.1317765,1.2069214,1.0515495,3.1624744
8.1401168,1.1994282,1.0450209,3.1182228
8.148457,1.1919814,1.0385328,3.0745273
8.1567973,1.1845809,1.032085,3.0313819
8.1651376,1.1772264,1.0256772,2.9887806
8.1734779,1.1699175,1.0193092,2.9467175
8.1818182,1.162654,1.0129808,2.9051867
8.1901585,1.1554355,1.0066916,2.8641824
8.1984987,1.1482619,1.0004415,2.8236988
8.206839,1.1411329,0.99423019,2.7837303
8.2151793,1.1340481,0.98805743,2.7442712
8.2235196,1.1270072,0.98192301,2.7053158
8.2318599,1.1200101,0.97582667,2.6668586
8.2402002,1.1130565,0.96976818,2.6288941
8.2485405,1.106146,0.9637473,2.5914167
8.2568807,1.0992784,0.95776381,2.5544212
8.265221,1.0924534,0.95181746,2.517902
8.2735613,1.0856709,0.94590803,2.481854
8.2819016,1.0789304,0.94003529,2.4462717
8.2902419,1.0722318,0.93419901,2.41115
8.2985822,1.0655747,0.92839897,2.3764838
8.3069224,1.058959,0.92263494,2.3422677
8.3152627,1.0523844,0.91690669,2.3084969
8.323603,1.0458506,0.91121401,2.2751661
8.3319433,1.0393574,0.90555667,2.2422705
8.3402836,1.0329044,0.89993446,2.2098051
8.3486239,1.0264916,0.89434715,2.1777649
8.3569641,1.0201185,0.88879453,2.1461451
8.3653044,1.0137851,0.88327638,2.114941
8.3736447,1.0074909,0.8777925,2.0841476
8.381985,1.0012358,0.87234266,2.0537603
8.3903253,0.99501957,0.86692666,2.0237745
8.3986656,0.98884192,0.86154428,1.9941854
8.4070058,0.98270262,0.85619532,1.9649885
8.4153461,0.97660144,0.85087957,1.9361792
8.4236864,0.97053814,0.84559682,1.9077531
8.4320267,0.96451248,0.84034687,1.8797055
8.440367,0.95852424,0.83512952,1.8520322
8.4487073,0.95257317,0.82994455,1.8247288
8.4570475,0.94665905,0.82479178,1.7977908
8.4653878,0.94078165,0.819671,1.7712141
8.4737281,0.93494074,0.81458202,1.7449943
8.4820684,0.92913609,0.80952462,1.7191272
8.4904087,0.92336748,0.80449863,1.6936087
8.498749,0.91763469,0.79950384,1.6684346
8.5070892,0.91193749,0.79454007,1.6436009
8.5154295,0.90627566,0.78960711,1.6191034
8.5237698,0.90064898,0.78470477,1.5949383
8.5321101,0.89505723,0.77983288,1.5711014
8.5404504,0.8895002,0.77499123,1.5475888
8.5487907,0.88397768,0.77017964,1.5243968
8.5571309,0.87848944,0.76539792,1.5015213
8.5654712,0.87303527,0.76064589,1.4789586
8.5738115,0.86761497,0.75592337,1.456705
8.5821518,0.86222832,0.75123016,1.4347566
8.5904921,0.85687511,0.74656609,1.4131098
8.5988324,0.85155514,0.74193098,1.3917609
8.6071726,0.8462682,0.73732465,1.3707062
8.6155129,0.84101408,0.73274692,1.3499423
8.6238532,0.83579258,0.72819761,1.3294654
8.6321935,0.8306035,0.72367654,1.3092722
8.6405338,0.82544664,0.71918354,1.2893591
8.6488741,0.8203218,0.71471844,1.2697227
8.6572143,0.81522877,0.71028105,1.2503595
8.6655546,0.81016736,0.70587122,1.2312662
8.6738949,0.80513738,0.70148877,1.2124395
8.6822352,0.80013862,0.69713353,1.193876
8.6905755,0.7951709,0.69280532,1.1755724
8.6989158,0.79023403,0.68850399,1.1575256
8.707256,0.7853278,0.68422936,1.1397323
8.7155963,0.78045204,0.67998127,1.1221894
8.7239366,0.77560654,0.67575956,1.1048937
8.7322769,0.77079113,0.67156406,1.0878421
8.7406172,0.76600562,0.6673946,1.0710315
8.7489575,0.76124982,0.66325104,1.054459
8.7572977,0.75652355,0.65913319,1.0381214
8.765638,0.75182661,0.65504092,1.0220159
8.7739783,0.74715884,0.65097405,1.0061395
8.7823186,0.74252005,0.64693243,0.99048923
8.7906589,0.73791006,0.6429159,0.97506227
8.7989992,0.7333287,0.63892431,0.95985576
8.8073394,0.72877577,0.6349575,0.94486688
8.8156797,0.72425111,0.63101532,0.93009286
8.82402,0.71975455,0.62709762,0.91553093
8.8323603,0.7152859,0.62320424,0.90117837
8.8407006,0.71084499,0.61933503,0.88703248
8.8490409,0.70643166,0.61548984,0.8730906
8.8573812,0.70204573,0.61166853,0.85935009
8.8657214,0.69768703,0.60787094,0.84580834
8.8740617,0.69335539,0.60409693,0.83246279
8.882402,0.68905064,0.60034635,0.81931087
8.8907423,0.68477262,0.59661905,0.80635006
8.8990826,0.68052116,0.5929149,0.79357788
8.9074229,0.67629609,0.58923375,0.78099186
8.9157631,0.67209726,0.58557545,0.76858956
8.9241034,0.66792449,0.58193986,0.75636857
8.9324437,0.66377764,0.57832684,0.74432651
8.940784,0.65965652,0.57473626,0.73246102
8.9491243,0.655561,0.57116797,0.72076978
8.9574646,0.6514909,0.56762183,0.70925047
8.9658048,0.64744607,0.56409771,0.69790083
8.9741451,0.64342636,0.56059546,0.68671861
8.9824854,0.6394316,0.55711497,0.67570158
8.9908257,0.63546164,0.55365608,0.66484753
8.999166,0.63151633,0.55021866,0.65415431
9.0075063,0.62759551,0.54680259,0.64361975
9.0158465,0.62369904,0.54340773,0.63324174
9.0241868,0.61982676,0.54003394,0.62301817
9.0325271,0.61597852,0.5366811,0.61294697
9.0408674,0.61215417,0.53334908,0.6030261
9.0492077,0.60835357,0.53003774,0.59325352
9.057548,0.60457656,0.52674696,0.58362723
9.0658882,0.600823,0.52347662,0.57414526
9.0742285,0.59709275,0.52022657,0.56480564
9.0825688,0.59338566,0.51699671,0.55560644
9.0909091,0.58970158,0.5137869,0.54654575
9.0992494,0.58604037,0.51059701,0.5376217
9.1075897,0.5824019,0.50742694,0.5288324
9.1159299,0.57878601,0.50427654,0.52017602
9.1242702,0.57519258,0.5011457,0.51165074
9.1326105,0.57162145,0.4980343,0.50325475
9.1409508,0.5680725,0.49494222,0.49498629
9.1492911,0.56454558,0.49186933,0.48684359
9.1576314,0.56104056,0.48881553,0.47882492
9.1659716,0.5575573,0.48578068,0.47092856
9.1743119,0.55409566,0.48276468,0.46315283
9.1826522,0.55065552,0.4797674,0.45549604
9.1909925,0.54723673,0.47678873,0.44795656
9.1993328,0.54383918,0.47382855,0.44053273
9.2076731,0.54046271,0.47088675,0.43322296
9.2160133,0.53710721,0.46796321,0.42602565
9.2243536,0.53377254,0.46505783,0.41893923
9.2326939,0.53045857,0.46217048,0.41196214
9.2410342,0.52716518,0.45930107,0.40509285
9.2493745,0.52389224,0.45644946,0.39832984
9.2577148,0.52063962,0.45361556,0.39167162
9.266055,0.51740719,0.45079926,0.38511671
9.2743953,0.51419483,0.44800044,0.37866364
9.2827356,0.51100241,0.44521899,0.37231098
9.2910759,0.50782982,0.44245482,0.3660573
9.2994162,0.50467692,0.43970781,0.3599012
9.3077565,0.50154359,0.43697785,0.35384129
9.3160967,0.49842972,0.43426484,0.34787619
9.324437,0.49533519,0.43156867,0.34200456
9.3327773,0.49225986,0.42888925,0.33622506
9.3411176,0.48920363,0.42622646,0.33053637
9.3494579,0.48616637,0.4235802,0.32493718
9.3577982,0.48314798,0.42095037,0.31942621
9.3661384,0.48014832,0.41833687,0.31400219
9.3744787,0.47716728,0.4157396,0.30866386
9.382819,0.47420475,0.41315845,0.30341
9.3911593,0.47126062,0.41059332,0.29823937
9.3994996,0.46833476,0.40804412,0.29315077
9.4078399,0.46542707,0.40551075,0.288143
9.4161802,0.46253743,0.40299311,0.28321491
9.4245204,0.45966574,0.4004911,0.27836532
9.4328607,0.45681187,0.39800462,0.27359309
9.441201,0.45397572,0.39553358,0.26889708
9.4495413,0.45115718,0.39307788,0.2642762
9.4578816,0.44835613,0.39063743,0.25972932
9.4662219,0.44557248,0.38821213,0.25525537
9.4745621,0.44280611,0.38580188,0.25085328
9.4829024,0.44005692,0.3834066,0.24652198
9.4912427,0.43732479,0.3810262,0.24226044
9.499583,0.43460963,0.37866057,0.23806761
9.5079233,0.43191133,0.37630962,0.23394249
9.5162636,0.42922977,0.37397328,0.22988407
9.5246038,0.42656487,0.37165144,0.22589137
9.5329441,0.42391651,0.36934401,0.22196339
9.5412844,0.42128459,0.36705091,0.21809919
9.5496247,0.41866902,0.36477205,0.2142978
9.557965,0.41606968,0.36250734,0.21055829
9.5663053,0.41348648,0.36025669,0.20687974
9.5746455,0.41091932,0.35802001,0.20326122
9.5829858,0.4083681,0.35579721,0.19970185
9.5913261,0.40583271,0.35358822,0.19620072
9.5996664,0.40331307,0.35139294,0.19275697
9.6080067,0.40080907,0.34921129,0.18936973
9.616347,0.39832062,0.34704319,0.18603813
9.6246872,0.39584762,0.34488855,0.18276135
9.6330275,0.39338997,0.34274728,0.17953856
9.6413678,0.39094758,0.34061931,0.17636892
9.6497081,0.38852035,0.33850455,0.17325163
9.6580484,0.3861082,0.33640292,0.17018591
9.6663887,0.38371102,0.33431434,0.16717095
9.6747289,0.38132872,0.33223872,0.16420599
9.6830692,0.37896121,0.33017599,0.16129026
9.6914095,0.3766084,0.32812607,0.158423
9.6997498,0.3742702,0.32608888,0.15560348
9.7080901,0.37194652,0.32406433,0.15283096
9.7164304,0.36963726,0.32205235,0.15010471
9.7247706,0.36734234,0.32005287,0.14742403
9.7331109,0.36506167,0.3180658,0.14478821
9.7414512,0.36279516,0.31609106,0.14219655
9.7497915,0.36054272,0.31412859,0.13964838
9.7581318,0.35830426,0.3121783,0.13714301
9.7664721,0.3560797,0.31024012,0.13467979
9.7748123,0.35386896,0.30831397,0.13225805
9.7831526,0.35167194,0.30639978,0.12987716
9.7914929,0.34948855,0.30449747,0.12753647
9.7998332,0.34731873,0.30260698,0.12523535
9.8081735,0.34516238,0.30072822,0.1229732
9.8165138,0.34301941,0.29886113,0.12074939
9.824854,0.34088975,0.29700563,0.11856332
9.8331943,0.33877331,0.29516164,0.11641441
9.8415346,0.33667001,0.29332911,0.11430206
9.8498749,0.33457977,0.29150796,0.1122257
9.8582152,0.33250251,0.28969811,0.11018477
9.8665555,0.33043814,0.2878995,0.1081787
9.8748957,0.32838659,0.28611205,0.10620693
9.883236,0.32634778,0.2843357,0.10426894
9.8915763,0.32432163,0.28257039,0.10236417
9.8999166,0.32230805,0.28081603,0.10049211
9.9082569,0.32030698,0.27907256,0.098652223
9.9165972,0.31831833,0.27733992,0.096844005
9.9249374,0.31634203,0.27561803,0.095066949
9.9332777,0.314378,0.27390684,0.093320555
9.941618,0.31242616,0.27220627,0.091604333
9.9499583,0.31048644,0.27051625,0.089917798
9.9582986,0.30855876,0.26883674,0.088260474
9.9666389,0.30664305,0.26716764,0.08663189
9.9749791,0.30473923,0.26550891,0.085031583
9.9833194,0.30284724,0.26386048,0.083459097
9.9916597,0.30096699,0.26222228,0.081913983
10,0.29909841,0.26059426,0.080395797
