wavelength_nm,power_0_mW_dbm,power_17_mW_dbm,power_73_mW_dbm,power_131_mW_dbm,power_188_mW_dbm,power_244_mW_dbm,power_296_mW_dbm,power_344_mW_dbm,power_367_mW_dbm
1553.2,-43.997744,-43.998906,-43.998922,-43.999859,-43.999236,-43.999314,-43.978098,-42.086155,-40.177123
1553.2031,-43.998082,-43.998639,-43.998764,-43.999845,-43.999091,-43.999402,-43.978858,-42.107928,-40.185839
1553.2062,-43.998426,-43.99837,-43.998626,-43.999797,-43.998952,-43.999455,-43.979426,-42.128734,-40.195306
1553.2094,-43.998758,-43.998113,-43.998514,-43.999719,-43.998825,-43.999471,-43.9798,-42.148673,-40.205637
1553.2125,-43.999059,-43.997883,-43.998436,-43.999613,-43.998717,-43.999445,-43.97998,-42.167873,-40.216923
1553.2156,-43.999313,-43.997692,-43.998395,-43.999487,-43.998633,-43.999375,-43.979976,-42.186479,-40.229237
1553.2188,-43.999505,-43.997551,-43.998394,-43.999347,-43.998578,-43.999261,-43.979802,-42.204651,-40.242628
1553.2219,-43.999627,-43.997468,-43.998433,-43.999199,-43.998556,-43.999103,-43.979477,-42.222559,-40.257121
1553.225,-43.999671,-43.997446,-43.998509,-43.999053,-43.998566,-43.998906,-43.979026,-42.240374,-40.272715
1553.2281,-43.999635,-43.997488,-43.998619,-43.998916,-43.998609,-43.998673,-43.978478,-42.258265,-40.289381
1553.2313,-43.999521,-43.997591,-43.998756,-43.998796,-43.998682,-43.998411,-43.977862,-42.27639,-40.307068
1553.2344,-43.999336,-43.997749,-43.998912,-43.998699,-43.998783,-43.998128,-43.977212,-42.294894,-40.325698
1553.2375,-43.99909,-43.997954,-43.99908,-43.99863,-43.998905,-43.997832,-43.976561,-42.313901,-40.345173
1553.2406,-43.998798,-43.998194,-43.999249,-43.998593,-43.999043,-43.997535,-43.975941,-42.333512,-40.365372
1553.2438,-43.998475,-43.998455,-43.999411,-43.99859,-43.999189,-43.997246,-43.975384,-42.353803,-40.38616
1553.2469,-43.998139,-43.998724,-43.999557,-43.998622,-43.999334,-43.996975,-43.974917,-42.374819,-40.40739
1553.25,-43.99781,-43.998986,-43.999678,-43.998685,-43.999472,-43.996733,-43.974566,-42.396576,-40.428903
1553.2531,-43.997505,-43.999226,-43.999767,-43.998778,-43.999595,-43.996529,-43.974349,-42.419059,-40.45054
1553.2562,-43.997242,-43.999432,-43.999821,-43.998895,-43.999695,-43.99637,-43.974282,-42.442222,-40.472142
1553.2594,-43.997034,-43.999592,-43.999836,-43.999029,-43.999766,-43.996263,-43.974372,-42.46599,-40.493555
1553.2625,-43.996894,-43.999697,-43.999812,-43.999174,-43.999805,-43.996212,-43.974624,-42.490264,-40.514637
1553.2656,-43.996828,-43.999741,-43.999749,-43.999321,-43.999809,-43.996219,-43.975033,-42.514919,-40.535264
1553.2687,-43.996841,-43.999724,-43.999651,-43.999463,-43.999777,-43.996283,-43.975589,-42.539812,-40.555329
1553.2719,-43.996932,-43.999645,-43.999524,-43.999592,-43.999709,-43.996402,-43.976278,-42.564785,-40.574749
1553.275,-43.997095,-43.99951,-43.999375,-43.999701,-43.999608,-43.996569,-43.977079,-42.589671,-40.59347
1553.2781,-43.997322,-43.999325,-43.999213,-43.999785,-43.99948,-43.996778,-43.977968,-42.614298,-40.611463
1553.2812,-43.997601,-43.999102,-43.999045,-43.999839,-43.999329,-43.997018,-43.978917,-42.638498,-40.628729
1553.2844,-43.997914,-43.998853,-43.998881,-43.999861,-43.999164,-43.99728,-43.979894,-42.662108,-40.645301
1553.2875,-43.998247,-43.998591,-43.998732,-43.999849,-43.998992,-43.99755,-43.98087,-42.684982,-40.661235
1553.2906,-43.998579,-43.998332,-43.998603,-43.999804,-43.998821,-43.997817,-43.981812,-42.70699,-40.676616
1553.2938,-43.998893,-43.99809,-43.998504,-43.999729,-43.998661,-43.998067,-43.98269,-42.728025,-40.691549
1553.2969,-43.999172,-43.997877,-43.998439,-43.999629,-43.998518,-43.998288,-43.983477,-42.748009,-40.70616
1553.3,-43.999401,-43.997707,-43.998411,-43.999509,-43.998401,-43.99847,-43.984147,-42.766893,-40.720587
1553.3031,-43.999566,-43.997587,-43.998423,-43.999376,-43.998315,-43.998604,-43.984682,-42.784658,-40.734979
1553.3063,-43.99966,-43.997526,-43.998474,-43.999237,-43.998264,-43.998681,-43.985066,-42.801319,-40.749487
1553.3094,-43.999677,-43.997525,-43.99856,-43.9991,-43.998251,-43.998698,-43.985292,-42.816922,-40.764263
1553.3125,-43.999617,-43.997586,-43.998677,-43.998972,-43.998276,-43.998652,-43.985357,-42.831542,-40.779453
1553.3156,-43.999482,-43.997704,-43.998819,-43.998861,-43.998339,-43.998545,-43.985264,-42.845281,-40.795192
1553.3187,-43.999282,-43.997874,-43.998978,-43.998773,-43.998436,-43.998379,-43.985023,-42.858265,-40.811598
1553.3219,-43.999027,-43.998085,-43.999145,-43.998712,-43.998562,-43.998161,-43.984651,-42.870636,-40.828773
1553.325,-43.998731,-43.998326,-43.99931,-43.998682,-43.998711,-43.997901,-43.984169,-42.882552,-40.846796
1553.3281,-43.998411,-43.998585,-43.999466,-43.998684,-43.998876,-43.997608,-43.983601,-42.894175,-40.86572
1553.3312,-43.998085,-43.998845,-43.999602,-43.998718,-43.999048,-43.997296,-43.982976,-42.905672,-40.885572
1553.3344,-43.997771,-43.999094,-43.999713,-43.998783,-43.999218,-43.996976,-43.982325,-42.917205,-40.906354
1553.3375,-43.997486,-43.999318,-43.999791,-43.998874,-43.999379,-43.996665,-43.98168,-42.928928,-40.928036
1553.3406,-43.997247,-43.999504,-43.999833,-43.998988,-43.999522,-43.996374,-43.981071,-42.940979,-40.950565
1553.3438,-43.997065,-43.999643,-43.999837,-43.999116,-43.999641,-43.996117,-43.980529,-42.953479,-40.973859
1553.3469,-43.996952,-43.999726,-43.999801,-43.999253,-43.99973,-43.995905,-43.980081,-42.966526,-40.997815
1553.35,-43.996913,-43.99975,-43.999729,-43.999391,-43.999786,-43.995748,-43.979748,-42.980195,-41.022306
1553.3531,-43.996951,-43.999713,-43.999625,-43.999523,-43.999805,-43.995652,-43.979551,-42.994532,-41.047193
1553.3563,-43.997063,-43.999618,-43.999494,-43.999641,-43.999788,-43.995622,-43.979501,-43.009555,-41.072319
1553.3594,-43.997243,-43.999469,-43.999343,-43.999739,-43.999736,-43.995659,-43.979605,-43.025252,-41.097523
1553.3625,-43.997481,-43.999277,-43.999182,-43.999812,-43.999652,-43.995763,-43.979865,-43.041587,-41.122639
1553.3656,-43.997765,-43.99905,-43.999018,-43.999857,-43.999542,-43.995928,-43.980274,-43.058493,-41.147504
1553.3688,-43.998077,-43.998803,-43.998862,-43.999871,-43.999412,-43.996148,-43.980822,-43.075882,-41.171963
1553.3719,-43.998402,-43.998548,-43.998721,-43.999853,-43.999269,-43.996413,-43.981491,-43.093643,-41.195875
1553.375,-43.998721,-43.9983,-43.998603,-43.999806,-43.999121,-43.996713,-43.98226,-43.11165,-41.219117
1553.3781,-43.999017,-43.998072,-43.998515,-43.999731,-43.998976,-43.997034,-43.983104,-43.129763,-41.241588
1553.3812,-43.999274,-43.997878,-43.998462,-43.999633,-43.998841,-43.997364,-43.983994,-43.147833,-41.263213
1553.3844,-43.999477,-43.997727,-43.998446,-43.999519,-43.998725,-43.997688,-43.984902,-43.165711,-41.283949
1553.3875,-43.999616,-43.997629,-43.998469,-43.999393,-43.998633,-43.997994,-43.985797,-43.18325,-41.303779
1553.3906,-43.999683,-43.997588,-43.998529,-43.999265,-43.99857,-43.99827,-43.986651,-43.200309,-41.322723
1553.3937,-43.999675,-43.997607,-43.998623,-43.99914,-43.998539,-43.998505,-43.987436,-43.216763,-41.340826
1553.3969,-43.999593,-43.997685,-43.998745,-43.999026,-43.998541,-43.99869,-43.988129,-43.232503,-41.358168
1553.4,-43.99944,-43.997817,-43.99889,-43.998929,-43.998578,-43.99882,-43.988711,-43.247442,-41.37485
1553.4031,-43.999227,-43.997996,-43.999048,-43.998854,-43.998646,-43.998891,-43.989166,-43.261517,-41.391001
1553.4062,-43.998964,-43.998212,-43.999211,-43.998807,-43.998741,-43.998903,-43.989486,-43.274693,-41.406765
1553.4094,-43.998667,-43.998454,-43.999371,-43.998788,-43.99886,-43.998857,-43.989668,-43.286962,-41.422301
1553.4125,-43.998352,-43.998707,-43.999518,-43.9988,-43.998996,-43.998759,-43.989713,-43.298346,-41.437775
1553.4156,-43.998037,-43.998958,-43.999645,-43.998842,-43.999141,-43.998616,-43.98963,-43.308892,-41.453356
1553.4188,-43.997739,-43.999194,-43.999745,-43.99891,-43.99929,-43.998436,-43.989432,-43.318673,-41.469211
1553.4219,-43.997475,-43.9994,-43.999812,-43.999002,-43.999433,-43.99823,-43.989137,-43.327785,-41.485498
1553.425,-43.997259,-43.999567,-43.999842,-43.999113,-43.999565,-43.998009,-43.988767,-43.336341,-41.502359
1553.4281,-43.997103,-43.999685,-43.999835,-43.999235,-43.99968,-43.997787,-43.988346,-43.34447,-41.519921
1553.4313,-43.997016,-43.999748,-43.999791,-43.999363,-43.999771,-43.997573,-43.987901,-43.352307,-41.538289
1553.4344,-43.997002,-43.999752,-43.999712,-43.999488,-43.999836,-43.997381,-43.987457,-43.359994,-41.55754
1553.4375,-43.997063,-43.999697,-43.999603,-43.999606,-43.999871,-43.997219,-43.987042,-43.367673,-41.577726
1553.4406,-43.997194,-43.999587,-43.99947,-43.999708,-43.999877,-43.997096,-43.98668,-43.375476,-41.598869
1553.4437,-43.997389,-43.999428,-43.99932,-43.99979,-43.999854,-43.997018,-43.986393,-43.383528,-41.620961
1553.4469,-43.997636,-43.999228,-43.999162,-43.999846,-43.999805,-43.996989,-43.986199,-43.391939,-41.643963
1553.45,-43.997923,-43.999,-43.999004,-43.999874,-43.999733,-43.997012,-43.986114,-43.400798,-41.66781
1553.4531,-43.998232,-43.998756,-43.998856,-43.999873,-43.999644,-43.997086,-43.986145,-43.410177,-41.692408
1553.4562,-43.998548,-43.998508,-43.998725,-43.999843,-43.999542,-43.997208,-43.986299,-43.420122,-41.71764
1553.4594,-43.998853,-43.998272,-43.998618,-43.999786,-43.999436,-43.997372,-43.986574,-43.430655,-41.743368
1553.4625,-43.99913,-43.99806,-43.998543,-43.999704,-43.99933,-43.997573,-43.986965,-43.441772,-41.769439
1553.4656,-43.999364,-43.997884,-43.998501,-43.999603,-43.999232,-43.997803,-43.987463,-43.453448,-41.795689
1553.4688,-43.999543,-43.997753,-43.998497,-43.999488,-43.999147,-43.998051,-43.988053,-43.46563,-41.821947
1553.4719,-43.999656,-43.997675,-43.99853,-43.999366,-43.999079,-43.998309,-43.988717,-43.478248,-41.848042
1553.475,-43.999698,-43.997654,-43.998597,-43.999244,-43.999034,-43.998566,-43.989436,-43.491211,-41.873811
1553.4781,-43.999666,-43.997692,-43.998697,-43.999129,-43.999013,-43.998814,-43.990187,-43.504414,-41.899101
1553.4813,-43.999563,-43.997785,-43.998822,-43.999027,-43.999017,-43.999044,-43.990949,-43.517739,-41.923776
1553.4844,-43.999395,-43.997929,-43.998967,-43.998943,-43.999045,-43.999248,-43.991697,-43.531063,-41.947722
1553.4875,-43.99917,-43.998116,-43.999122,-43.998883,-43.999097,-43.999421,-43.992412,-43.544258,-41.97085
1553.4906,-43.998902,-43.998335,-43.99928,-43.99885,-43.999169,-43.999559,-43.993073,-43.557202,-41.993104
1553.4938,-43.998606,-43.998575,-43.999433,-43.998846,-43.999256,-43.999659,-43.993663,-43.569775,-42.014455
1553.4969,-43.998298,-43.998822,-43.99957,-43.99887,-43.999354,-43.999721,-43.99417,-43.58187,-42.034909
1553.5,-43.997995,-43.999063,-43.999687,-43.998922,-43.999458,-43.999746,-43.994583,-43.593394,-42.054502
1553.5031,-43.997714,-43.999284,-43.999775,-43.998998,-43.99956,-43.999737,-43.994897,-43.604271,-42.073305
1553.5062,-43.997471,-43.999474,-43.99983,-43.999095,-43.999656,-43.999698,-43.995109,-43.614447,-42.091411
1553.5094,-43.997279,-43.999622,-43.99985,-43.999207,-43.99974,-43.999635,-43.995222,-43.623888,-42.108943
1553.5125,-43.997148,-43.999719,-43.999833,-43.999327,-43.999808,-43.999553,-43.995243,-43.632584,-42.126039
1553.5156,-43.997085,-43.999762,-43.999781,-43.999449,-43.999857,-43.999459,-43.995179,-43.640545,-42.142857
1553.5187,-43.997095,-43.999747,-43.999696,-43.999567,-43.999883,-43.99936,-43.995045,-43.647808,-42.159559
1553.5219,-43.997177,-43.999676,-43.999584,-43.999673,-43.999887,-43.999262,-43.994855,-43.654425,-42.176313
1553.525,-43.997325,-43.999553,-43.999451,-43.999761,-43.999868,-43.999172,-43.994624,-43.660467,-42.193283
1553.5281,-43.997532,-43.999385,-43.999305,-43.999828,-43.999827,-43.999093,-43.99437,-43.666022,-42.210627
1553.5312,-43.997787,-43.999181,-43.999152,-43.999868,-43.999769,-43.99903,-43.99411,-43.671187,-42.228487
1553.5344,-43.998074,-43.998952,-43.999003,-43.999881,-43.999696,-43.998986,-43.99386,-43.676065,-42.246986
1553.5375,-43.998379,-43.998712,-43.998865,-43.999864,-43.999613,-43.998962,-43.993637,-43.680765,-42.266227
1553.5406,-43.998685,-43.998473,-43.998746,-43.999819,-43.999526,-43.998959,-43.993453,-43.685392,-42.286285
1553.5438,-43.998974,-43.99825,-43.998653,-43.999749,-43.999439,-43.998976,-43.99332,-43.690049,-42.307207
1553.5469,-43.999232,-43.998054,-43.99859,-43.999658,-43.999359,-43.999012,-43.993248,-43.69483,-42.329011
1553.55,-43.999444,-43.997895,-43.998562,-43.999549,-43.99929,-43.999062,-43.993241,-43.699816,-42.351683
1553.5531,-43.999598,-43.997784,-43.998569,-43.999431,-43.999236,-43.999126,-43.993303,-43.705076,-42.37518
1553.5563,-43.999686,-43.997726,-43.998611,-43.999308,-43.999201,-43.999198,-43.993435,-43.710662,-42.399429
1553.5594,-43.999704,-43.997724,-43.998686,-43.999188,-43.999186,-43.999275,-43.993634,-43.716609,-42.424331
1553.5625,-43.999651,-43.997777,-43.99879,-43.999078,-43.999192,-43.999354,-43.993894,-43.722932,-42.449763
1553.5656,-43.999529,-43.997885,-43.998917,-43.998984,-43.99922,-43.999431,-43.994209,-43.72963,-42.475583
1553.5687,-43.999347,-43.998039,-43.99906,-43.99891,-43.999267,-43.999504,-43.99457,-43.736682,-42.501632
1553.5719,-43.999113,-43.998232,-43.999211,-43.998861,-43.999331,-43.99957,-43.994966,-43.744052,-42.527743
1553.575,-43.998842,-43.998453,-43.999362,-43.99884,-43.999408,-43.999628,-43.995385,-43.751688,-42.553742
1553.5781,-43.998549,-43.99869,-43.999504,-43.998848,-43.999492,-43.999677,-43.995817,-43.759524,-42.57946
1553.5812,-43.998249,-43.99893,-43.999629,-43.998884,-43.99958,-43.999717,-43.996249,-43.767486,-42.60473
1553.5844,-43.997959,-43.99916,-43.999732,-43.998946,-43.999665,-43.999748,-43.996669,-43.775492,-42.629402
1553.5875,-43.997696,-43.999366,-43.999806,-43.999032,-43.999743,-43.999772,-43.997067,-43.783453,-42.653342
1553.5906,-43.997474,-43.999539,-43.999847,-43.999135,-43.999809,-43.999789,-43.997434,-43.791284,-42.676439
1553.5938,-43.997305,-43.999668,-43.999853,-43.999251,-43.999857,-43.999802,-43.997761,-43.798897,-42.698606
1553.5969,-43.997198,-43.999746,-43.999824,-43.999373,-43.999886,-43.999812,-43.998042,-43.806213,-42.719789
1553.6,-43.99716,-43.99977,-43.999762,-43.999495,-43.999893,-43.99982,-43.998271,-43.813158,-42.739961
1553.6031,-43.997192,-43.999738,-43.99967,-43.999609,-43.999878,-43.999829,-43.998446,-43.819671,-42.759128
1553.6063,-43.997292,-43.999652,-43.999554,-43.999709,-43.99984,-43.999838,-43.998565,-43.825702,-42.777327
1553.6094,-43.997456,-43.999518,-43.999419,-43.99979,-43.999782,-43.999847,-43.998628,-43.831216,-42.794623
1553.6125,-43.997673,-43.999342,-43.999274,-43.999846,-43.999706,-43.999858,-43.998637,-43.836192,-42.811107
1553.6156,-43.997932,-43.999134,-43.999127,-43.999876,-43.999617,-43.999869,-43.998596,-43.840624,-42.826892
1553.6188,-43.998219,-43.998907,-43.998985,-43.999878,-43.999519,-43.999878,-43.998508,-43.844525,-42.842108
1553.6219,-43.998518,-43.998672,-43.998857,-43.99985,-43.999418,-43.999885,-43.998381,-43.847917,-42.8569
1553.625,-43.998812,-43.998443,-43.99875,-43.999795,-43.999319,-43.999888,-43.998219,-43.850841,-42.871416
1553.6281,-43.999086,-43.998233,-43.998669,-43.999716,-43.999228,-43.999884,-43.99803,-43.853345,-42.885809
1553.6312,-43.999324,-43.998053,-43.99862,-43.999617,-43.99915,-43.999872,-43.997822,-43.855489,-42.900227
1553.6344,-43.999513,-43.997912,-43.998604,-43.999503,-43.999089,-43.999849,-43.997602,-43.857341,-42.914807
1553.6375,-43.999643,-43.99782,-43.998623,-43.999381,-43.999049,-43.999815,-43.997379,-43.858972,-42.929675
1553.6406,-43.999708,-43.99778,-43.998676,-43.999257,-43.999032,-43.999769,-43.997159,-43.860456,-42.944938
1553.6437,-43.999703,-43.997795,-43.998759,-43.999138,-43.999039,-43.999711,-43.996951,-43.861866,-42.96068
1553.6469,-43.99963,-43.997865,-43.998868,-43.999031,-43.99907,-43.999641,-43.99676,-43.863275,-42.976962
1553.65,-43.999492,-43.997984,-43.998997,-43.998941,-43.999123,-43.999561,-43.996594,-43.864746,-42.99382
1553.6531,-43.999297,-43.998147,-43.999139,-43.998873,-43.999196,-43.999472,-43.996456,-43.866338,-43.011261
1553.6562,-43.999057,-43.998345,-43.999287,-43.998832,-43.999284,-43.999379,-43.996353,-43.868101,-43.029267
1553.6594,-43.998785,-43.998566,-43.999431,-43.998819,-43.999383,-43.999284,-43.996286,-43.870073,-43.047793
1553.6625,-43.998495,-43.998799,-43.999564,-43.998834,-43.999486,-43.999191,-43.996259,-43.872282,-43.06677
1553.6656,-43.998205,-43.999031,-43.999678,-43.998878,-43.999588,-43.999104,-43.996272,-43.874744,-43.086105
1553.6688,-43.997929,-43.999249,-43.999769,-43.998948,-43.999682,-43.999028,-43.996326,-43.877463,-43.105689
1553.6719,-43.997684,-43.99944,-43.999829,-43.99904,-43.999765,-43.998966,-43.996419,-43.880429,-43.125397
1553.675,-43.997483,-43.999596,-43.999857,-43.999148,-43.999829,-43.998921,-43.996548,-43.883624,-43.145091
1553.6781,-43.997337,-43.999706,-43.999851,-43.999267,-43.999872,-43.998897,-43.996709,-43.887018,-43.16463
1553.6813,-43.997253,-43.999766,-43.999811,-43.999391,-43.999891,-43.998894,-43.996897,-43.890571,-43.18387
1553.6844,-43.997238,-43.999772,-43.99974,-43.999513,-43.999884,-43.998915,-43.997107,-43.894239,-43.202671
1553.6875,-43.99729,-43.999724,-43.999641,-43.999626,-43.99985,-43.998957,-43.997331,-43.89797,-43.2209
1553.6906,-43.997408,-43.999625,-43.99952,-43.999723,-43.999791,-43.99902,-43.997561,-43.901707,-43.23844
1553.6937,-43.997585,-43.99948,-43.999385,-43.999801,-43.999711,-43.999101,-43.997789,-43.905395,-43.25519
1553.6969,-43.99781,-43.999298,-43.999241,-43.999854,-43.999612,-43.999196,-43.998006,-43.908977,-43.271067
1553.7,-43.998073,-43.999089,-43.999099,-43.999879,-43.999499,-43.9993,-43.998205,-43.9124,-43.286015
1553.7031,-43.998358,-43.998864,-43.998964,-43.999876,-43.999379,-43.999408,-43.998377,-43.915613,-43.300001
1553.7062,-43.998649,-43.998636,-43.998846,-43.999845,-43.999257,-43.999513,-43.998513,-43.918573,-43.313019
1553.7094,-43.99893,-43.998418,-43.998749,-43.999787,-43.99914,-43.99961,-43.998609,-43.921245,-43.325086
1553.7125,-43.999187,-43.998221,-43.998681,-43.999706,-43.999034,-43.999693,-43.998657,-43.923601,-43.336248
1553.7156,-43.999405,-43.998057,-43.998644,-43.999606,-43.998944,-43.999756,-43.998655,-43.925623,-43.346573
1553.7188,-43.999572,-43.997934,-43.99864,-43.999493,-43.998876,-43.999794,-43.9986,-43.927306,-43.356146
1553.7219,-43.999679,-43.99786,-43.99867,-43.999372,-43.998833,-43.999804,-43.998491,-43.928651,-43.365073
1553.725,-43.999721,-43.997838,-43.998732,-43.999252,-43.998816,-43.999783,-43.998331,-43.929672,-43.37347
1553.7281,-43.999695,-43.997869,-43.998823,-43.999137,-43.998828,-43.99973,-43.998122,-43.930391,-43.381465
1553.7313,-43.999604,-43.997953,-43.998937,-43.999036,-43.998867,-43.999647,-43.997871,-43.930841,-43.389187
1553.7344,-43.999451,-43.998083,-43.999068,-43.998952,-43.998931,-43.999534,-43.997583,-43.93106,-43.396767
1553.7375,-43.999247,-43.998253,-43.99921,-43.998891,-43.999018,-43.999396,-43.997269,-43.931092,-43.40433
1553.7406,-43.999002,-43.998454,-43.999353,-43.998856,-43.999122,-43.999237,-43.996938,-43.930989,-43.411993
1553.7438,-43.99873,-43.998675,-43.999491,-43.998848,-43.999238,-43.999063,-43.9966,-43.9308,-43.41986
1553.7469,-43.998446,-43.998902,-43.999615,-43.998869,-43.999359,-43.998883,-43.996269,-43.93058,-43.428021
1553.75,-43.998166,-43.999125,-43.99972,-43.998917,-43.99948,-43.998702,-43.995955,-43.930381,-43.436546
1553.7531,-43.997905,-43.99933,-43.999798,-43.99899,-43.999594,-43.99853,-43.995669,-43.930251,-43.445485
1553.7562,-43.997679,-43.999507,-43.999846,-43.999083,-43.999695,-43.998372,-43.995421,-43.930236,-43.454868
1553.7594,-43.997499,-43.999645,-43.999862,-43.999191,-43.999777,-43.998237,-43.995222,-43.930374,-43.464702
1553.7625,-43.997375,-43.999738,-43.999844,-43.999308,-43.999836,-43.998131,-43.995077,-43.930698,-43.474972
1553.7656,-43.997314,-43.99978,-43.999793,-43.999429,-43.999869,-43.998058,-43.994993,-43.931231,-43.485644
1553.7687,-43.997319,-43.999769,-43.999713,-43.999547,-43.999875,-43.998021,-43.994972,-43.931989,-43.496662
1553.7719,-43.99739,-43.999707,-43.999608,-43.999654,-43.999852,-43.998023,-43.995014,-43.932977,-43.507954
1553.775,-43.997524,-43.999596,-43.999483,-43.999746,-43.999803,-43.998063,-43.995118,-43.934191,-43.519435
1553.7781,-43.997712,-43.999442,-43.999346,-43.999818,-43.999729,-43.99814,-43.995279,-43.93562,-43.531006
1553.7812,-43.997944,-43.999256,-43.999204,-43.999865,-43.999635,-43.998249,-43.99549,-43.937241,-43.542563
1553.7844,-43.998208,-43.999046,-43.999066,-43.999886,-43.999526,-43.998385,-43.995741,-43.939028,-43.553996
1553.7875,-43.998489,-43.998824,-43.998937,-43.999879,-43.999408,-43.998542,-43.996022,-43.940944,-43.565195
1553.7906,-43.998771,-43.998604,-43.998827,-43.999845,-43.999287,-43.998713,-43.99632,-43.94295,-43.576056
1553.7938,-43.999039,-43.998397,-43.998741,-43.999787,-43.999169,-43.998889,-43.996623,-43.945002,-43.586481
1553.7969,-43.999279,-43.998214,-43.998683,-43.999707,-43.999061,-43.999061,-43.996916,-43.947055,-43.596384
1553.8,-43.999477,-43.998066,-43.998656,-43.99961,-43.998968,-43.999221,-43.997187,-43.949063,-43.605692
1553.8031,-43.999622,-43.99796,-43.998663,-43.999502,-43.998896,-43.999362,-43.997423,-43.950982,-43.61435
1553.8063,-43.999708,-43.997903,-43.998703,-43.999388,-43.998848,-43.999476,-43.997614,-43.952772,-43.622322
1553.8094,-43.999728,-43.997898,-43.998774,-43.999275,-43.998827,-43.999559,-43.99775,-43.954395,-43.629592
1553.8125,-43.999682,-43.997945,-43.998871,-43.99917,-43.998834,-43.999605,-43.997825,-43.955822,-43.636164
1553.8156,-43.999574,-43.998041,-43.998989,-43.999078,-43.998868,-43.999613,-43.997835,-43.957031,-43.642063
1553.8187,-43.999409,-43.998181,-43.999122,-43.999004,-43.998928,-43.999582,-43.997779,-43.958005,-43.647331
1553.8219,-43.999196,-43.998357,-43.999263,-43.998953,-43.999011,-43.999514,-43.997657,-43.95874,-43.652032
1553.825,-43.998948,-43.99856,-43.999404,-43.998926,-43.999111,-43.999411,-43.997476,-43.959238,-43.656241
1553.8281,-43.998678,-43.998778,-43.999536,-43.998927,-43.999224,-43.99928,-43.997242,-43.959509,-43.660046
1553.8312,-43.998401,-43.998999,-43.999654,-43.998954,-43.999344,-43.999127,-43.996964,-43.959574,-43.663547
1553.8344,-43.998132,-43.999212,-43.999749,-43.999005,-43.999464,-43.998958,-43.996655,-43.959458,-43.666847
1553.8375,-43.997887,-43.999404,-43.999818,-43.999079,-43.999579,-43.998782,-43.996327,-43.959195,-43.67005
1553.8406,-43.997679,-43.999566,-43.999857,-43.999171,-43.999682,-43.998608,-43.995994,-43.958822,-43.67326
1553.8438,-43.99752,-43.999687,-43.999863,-43.999276,-43.999768,-43.998445,-43.995672,-43.95838,-43.676576
1553.8469,-43.997418,-43.999763,-43.999836,-43.999388,-43.999833,-43.998299,-43.995373,-43.957913,-43.680086
1553.85,-43.997378,-43.999788,-43.999778,-43.999501,-43.999873,-43.998179,-43.99511,-43.957463,-43.683869
1553.8531,-43.997403,-43.999762,-43.999692,-43.999609,-43.999888,-43.99809,-43.994896,-43.957071,-43.68799
1553.8563,-43.997492,-43.999686,-43.999582,-43.999706,-43.999876,-43.998036,-43.994739,-43.956777,-43.692495
1553.8594,-43.997639,-43.999564,-43.999456,-43.999786,-43.999838,-43.998021,-43.994647,-43.956615,-43.697415
1553.8625,-43.997837,-43.999404,-43.99932,-43.999846,-43.999778,-43.998044,-43.994624,-43.956612,-43.702764
1553.8656,-43.998074,-43.999213,-43.999181,-43.999882,-43.999698,-43.998105,-43.994672,-43.956791,-43.708535
1553.8688,-43.998338,-43.999004,-43.999047,-43.999892,-43.999603,-43.998201,-43.994789,-43.957164,-43.714706
1553.8719,-43.998613,-43.998788,-43.998926,-43.999876,-43.999499,-43.998327,-43.99497,-43.957739,-43.721237
1553.875,-43.998886,-43.998576,-43.998824,-43.999835,-43.999392,-43.998479,-43.995208,-43.958512,-43.728073
1553.8781,-43.99914,-43.99838,-43.998746,-43.999771,-43.999287,-43.998648,-43.995495,-43.959475,-43.735146
1553.8812,-43.999362,-43.998211,-43.998698,-43.999688,-43.99919,-43.998827,-43.995818,-43.96061,-43.74238
1553.8844,-43.99954,-43.998079,-43.998681,-43.999591,-43.999107,-43.999009,-43.996164,-43.961892,-43.749689
1553.8875,-43.999664,-43.99799,-43.998697,-43.999485,-43.999043,-43.999185,-43.996522,-43.963293,-43.756985
1553.8906,-43.999728,-43.99795,-43.998745,-43.999376,-43.999,-43.999347,-43.996875,-43.964779,-43.764178
1553.8937,-43.999728,-43.997961,-43.998822,-43.99927,-43.998981,-43.99949,-43.997212,-43.966312,-43.77118
1553.8969,-43.999665,-43.998022,-43.998923,-43.999174,-43.998987,-43.999608,-43.997519,-43.967854,-43.777912
1553.9,-43.999541,-43.998129,-43.999044,-43.999092,-43.999018,-43.999695,-43.997785,-43.969367,-43.7843
1553.9031,-43.999365,-43.998277,-43.999177,-43.999029,-43.999071,-43.999751,-43.998003,-43.970814,-43.790282
1553.9062,-43.999146,-43.998458,-43.999316,-43.998988,-43.999145,-43.999773,-43.998164,-43.972161,-43.795813
1553.9094,-43.998896,-43.998661,-43.999452,-43.998972,-43.999234,-43.999763,-43.998265,-43.97338,-43.800858
1553.9125,-43.998629,-43.998876,-43.999578,-43.998982,-43.999334,-43.999722,-43.998306,-43.974445,-43.805403
1553.9156,-43.99836,-43.99909,-43.999688,-43.999017,-43.99944,-43.999655,-43.998286,-43.97534,-43.809446
1553.9188,-43.998104,-43.999292,-43.999775,-43.999075,-43.999546,-43.999566,-43.998211,-43.976054,-43.813005
1553.9219,-43.997875,-43.999472,-43.999835,-43.999153,-43.999646,-43.999462,-43.998087,-43.976582,-43.816112
