wavelength_nm,power_0_mW_dbm,power_17_mW_dbm,power_73_mW_dbm,power_131_mW_dbm,power_188_mW_dbm,power_244_mW_dbm,power_296_mW_dbm,power_344_mW_dbm,power_367_mW_dbm
1547.3063,-42.982986,-41.686948,-40.929518,-41.300963,-40.862934,-42.965136,-42.351333,-41.398461,-41.523588
1547.3094,-42.608495,-41.904917,-41.036488,-41.002135,-40.741905,-43.163563,-42.580043,-41.518086,-41.668286
1547.3125,-42.065418,-42.167348,-41.195246,-40.722927,-40.656677,-43.322564,-42.819152,-41.678126,-41.851785
1547.3156,-41.353474,-42.449924,-41.405639,-40.469979,-40.609697,-43.416554,-43.050875,-41.877038,-42.070976
1547.3187,-40.497102,-42.710626,-41.664575,-40.248152,-40.603176,-43.422105,-43.251675,-42.110883,-42.319625
1547.3219,-39.540591,-42.887234,-41.964024,-40.060933,-40.639198,-43.323713,-43.393797,-42.372092,-42.587013
1547.325,-38.536461,-42.904716,-42.288173,-39.910854,-40.719707,-43.11854,-43.449364,-42.647959,-42.856483
1547.3281,-37.534118,-42.698603,-42.610068,-39.79986,-40.846358,-42.817563,-43.396798,-42.91916,-43.104491
1547.3312,-36.573182,-42.246338,-42.889132,-39.729614,-41.020145,-42.442408,-43.227324,-43.159083,-43.301199
1547.3344,-35.68158,-41.58137,-43.072785,-39.701731,-41.240714,-42.019671,-42.948142,-43.335252,-43.413958
1547.3375,-34.876459,-40.775688,-43.106237,-39.717921,-41.505234,-41.575458,-42.580278,-43.41419,-43.414185
1547.3406,-34.166161,-39.907952,-42.950768,-39.780034,-41.806694,-41.131851,-42.152418,-43.369662,-43.285864
1547.3438,-33.552296,-39.041507,-42.601365,-39.889954,-42.131562,-40.705549,-41.6941,-43.191325,-43.031384
1547.3469,-33.031564,-38.218288,-42.089938,-40.049289,-42.457109,-40.307994,-41.230919,-42.888834,-42.670973
1547.35,-32.597282,-37.461869,-41.471144,-40.258744,-42.749457,-39.946248,-40.78243,-42.488589,-42.236061
1547.3531,-32.240638,-36.782867,-40.802548,-40.517031,-42.964662,-39.624076,-40.362073,-42.025294,-41.760664
1547.3563,-31.951742,-36.183645,-40.131265,-40.819113,-43.055767,-39.342942,-39.978122,-41.533274,-41.27485
1547.3594,-31.72046,-35.661646,-39.489771,-41.153637,-42.986475,-39.10284,-39.634947,-41.040975,-40.801678
1547.3625,-31.537067,-35.21158,-38.897375,-41.499638,-42.745768,-38.902935,-39.334196,-40.569074,-40.356894
1547.3656,-31.392688,-34.826817,-38.363577,-41.823436,-42.353406,-38.742034,-39.075773,-40.130948,-39.950051
1547.3688,-31.27956,-34.500266,-37.891317,-42.078145,-41.851738,-38.618933,-38.858581,-39.734162,-39.586051
1547.3719,-31.191121,-34.22493,-37.479472,-42.209767,-41.290285,-38.532656,-38.681067,-39.382091,-39.266591
1547.375,-31.121991,-33.994239,-37.124612,-42.172332,-40.712964,-38.482624,-38.541609,-39.075339,-38.991334
1547.3781,-31.067853,-33.802245,-36.822166,-41.946961,-40.152262,-38.468759,-38.438784,-38.812822,-38.758784
1547.3812,-31.025313,-33.643706,-36.567179,-41.551673,-39.628933,-38.491524,-38.371561,-38.592564,-38.566911
1547.3844,-30.991731,-33.514112,-36.354788,-41.033386,-39.15427,-38.5519,-38.339411,-38.412249,-38.413588
1547.3875,-30.965076,-33.409653,-36.180517,-40.448944,-38.732857,-38.651267,-38.342376,-38.269605,-38.296887
1547.3906,-30.943791,-33.327163,-36.040432,-39.848713,-38.364945,-38.791134,-38.381081,-38.162656,-38.215276
1547.3937,-30.926687,-33.264036,-35.931236,-39.269186,-38.048216,-38.972647,-38.456673,-38.089884,-38.167748
1547.3969,-30.912853,-33.218133,-35.850285,-38.732794,-37.779008,-39.195773,-38.570661,-38.050337,-38.153895
1547.4,-30.901592,-33.18766,-35.795593,-38.250888,-37.553133,-39.458003,-38.724591,-38.043684,-38.173938
1547.4031,-30.892367,-33.171038,-35.765792,-37.827198,-37.366397,-39.752496,-38.919484,-38.070225,-38.228704
1547.4062,-30.884763,-33.166729,-35.760082,-37.460703,-37.21492,-40.065679,-39.154903,-38.130859,-38.319539
1547.4094,-30.878458,-33.173042,-35.77814,-37.147693,-37.095322,-40.374792,-39.427541,-38.226962,-38.448102
1547.4125,-30.873201,-33.187902,-35.819978,-36.88317,-37.00482,-40.646685,-39.729235,-38.360161,-38.615993
1547.4156,-30.868792,-33.208617,-35.885718,-36.661741,-36.941269,-40.84023,-40.044535,-38.53191,-38.824101
1547.4188,-30.865077,-33.231684,-35.975233,-36.478159,-36.903171,-40.914617,-40.348478,-38.742779,-39.071581
1547.4219,-30.861931,-33.252723,-36.087617,-36.32764,-36.889663,-40.842579,-40.60612,-38.991347,-39.354315
1547.425,-30.859254,-33.266623,-36.220442,-36.206012,-36.900484,-40.621931,-40.776268,-39.272587,-39.662823
1547.4281,-30.856968,-33.268004,-36.368816,-36.10978,-36.935922,-40.277079,-40.821085,-39.575745,-39.979855
1547.4313,-30.855007,-33.251963,-36.524388,-36.036118,-36.996711,-39.849216,-40.719311,-39.882055,-40.278477
1547.4344,-30.85332,-33.214997,-36.674626,-35.98285,-37.083857,-39.382449,-40.475589,-40.163253,-40.522418
1547.4375,-30.851864,-33.15583,-36.802931,-35.948401,-37.198344,-38.913707,-40.118922,-40.382788,-40.67107
1547.4406,-30.850604,-33.075826,-36.890275,-35.93175,-37.340651,-38.468835,-39.691378,-40.501859,-40.690104
1547.4437,-30.849511,-32.978817,-36.918673,-35.932388,-37.510019,-38.063087,-39.235003,-40.490447,-40.564163
1547.4469,-30.848561,-32.87036,-36.875861,-35.950265,-37.703422,-37.703496,-38.783448,-40.338855,-40.303807
1547.45,-30.847735,-32.756689,-36.759289,-35.985716,-37.914265,-37.391494,-38.359394,-40.062257,-39.941381
1547.4531,-30.847017,-32.643693,-36.577308,-36.039369,-38.13104,-37.12509,-37.975644,-39.694722,-39.518918
1547.4562,-30.846392,-32.536162,-36.346786,-36.111972,-38.336446,-36.900472,-37.63758,-39.277137,-39.07611
1547.4594,-30.84585,-32.437434,-36.088452,-36.204133,-38.507882,-36.713084,-37.345656,-38.846481,-38.643503
1547.4625,-30.845381,-32.349376,-35.822216,-36.315908,-38.620317,-36.558301,-37.097402,-38.430349,-38.240969
1547.4656,-30.844976,-32.272613,-35.564075,-36.446218,-38.651809,-36.431825,-36.888861,-38.046177,-37.879219
1547.4688,-30.84463,-32.206856,-35.324939,-36.592082,-38.590141,-36.329877,-36.715546,-37.702944,-37.562275
1547.4719,-30.844337,-32.151241,-35.110893,-36.747762,-38.437333,-36.249281,-36.573024,-37.40358,-37.289824
1547.475,-30.844092,-32.10461,-34.924188,-36.904026,-38.209219,-36.187469,-36.457246,-37.147164,-37.05906
1547.4781,-30.843892,-32.065723,-34.764421,-37.047949,-37.930313,-36.142449,-36.364707,-36.930617,-36.865974
1547.4813,-30.843733,-32.033382,-34.629598,-37.163768,-37.626982,-36.11277,-36.292501,-36.749872,-36.706205
1547.4844,-30.843614,-32.006508,-34.51695,-37.235188,-37.32207,-36.09747,-36.238315,-36.600639,-36.575543
1547.4875,-30.843533,-31.98417,-34.423487,-37.248961,-37.032286,-36.096044,-36.200402,-36.478846,-36.47021
1547.4906,-30.843487,-31.965582,-34.346344,-37.198603,-36.767949,-36.108404,-36.177531,-36.380879,-36.386982
1547.4938,-30.843478,-31.950098,-34.282952,-37.08656,-36.534035,-36.134853,-36.168955,-36.303682,-36.323228
1547.4969,-30.843505,-31.937189,-34.231109,-36.923638,-36.331664,-36.176044,-36.17437,-36.24478,-36.2769
1547.5,-30.843567,-31.92643,-34.188988,-36.725955,-36.159515,-36.232918,-36.193887,-36.202254,-36.246493
1547.5031,-30.843667,-31.917478,-34.155104,-36.510966,-36.014933,-36.306606,-36.228004,-36.174711,-36.231013
1547.5062,-30.843804,-31.910059,-34.128281,-36.294159,-35.894724,-36.39824,-36.27756,-36.161239,-36.229937
1547.5094,-30.843983,-31.903953,-34.107598,-36.087232,-35.795655,-36.508667,-36.343665,-36.16137,-36.243182
1547.5125,-30.844204,-31.898988,-34.092361,-35.897685,-35.714737,-36.637997,-36.427579,-36.175058,-36.271079
1547.5156,-30.844471,-31.895026,-34.082062,-35.729337,-35.649363,-36.784979,-36.53049,-36.202643,-36.314344
1547.5187,-30.844789,-31.891963,-34.076361,-35.583239,-35.597353,-36.946226,-36.653173,-36.244831,-36.374026
1547.5219,-30.845163,-31.889718,-34.075058,-35.458621,-35.556944,-37.115403,-36.795472,-36.302645,-36.451425
1547.525,-30.845597,-31.888234,-34.078089,-35.353689,-35.526761,-37.282647,-36.955595,-36.377344,-36.547938
1547.5281,-30.8461,-31.887473,-34.085512,-35.266209,-35.505772,-37.434627,-37.129278,-36.470279,-36.664797
1547.5312,-30.846681,-31.887413,-34.097503,-35.193882,-35.493257,-37.555743,-37.308953,-36.582649,-36.802666
1547.5344,-30.847349,-31.888051,-34.114354,-35.134566,-35.488774,-37.630687,-37.483266,-36.715113,-36.961034
1547.5375,-30.848117,-31.889398,-34.136461,-35.086382,-35.492133,-37.647961,-37.63741,-36.867222,-37.137434
1547.5406,-30.848999,-31.891481,-34.164317,-35.047749,-35.503384,-37.603121,-37.754761,-37.036681,-37.326522
1547.5438,-30.850015,-31.894343,-34.198485,-35.01738,-35.522801,-37.500207,-37.819948,-37.218485,-37.519255
1547.5469,-30.851185,-31.898046,-34.239544,-34.994259,-35.550878,-37.350591,-37.822656,-37.404143,-37.702537
1547.55,-30.852534,-31.902667,-34.288013,-34.977611,-35.588313,-37.16984,-37.760674,-37.581346,-37.859893
1547.5531,-30.854096,-31.908302,-34.344219,-34.966874,-35.635983,-36.974094,-37.640656,-37.734569,-37.973638
1547.5563,-30.855908,-31.915067,-34.408119,-34.961678,-35.69489,-36.777283,-37.476157,-37.847059,-38.028491
1547.5594,-30.858016,-31.923095,-34.479073,-34.96182,-35.766071,-36.589736,-37.283989,-37.904165,-38.015624
1547.5625,-30.86048,-31.932535,-34.555588,-34.967262,-35.850432,-36.418,-37.08055,-37.897115,-37.93538
1547.5656,-30.863369,-31.943548,-34.6351,-34.978115,-35.948496,-36.265396,-36.879338,-37.825643,-37.797217
1547.5687,-30.866772,-31.956293,-34.713868,-34.994639,-36.060056,-36.132859,-36.68992,-37.698121,-37.616904
1547.5719,-30.8708,-31.970915,-34.787096,-35.017246,-36.183714,-36.01978,-36.518053,-37.529099,-37.412418
1547.575,-30.875591,-31.987518,-34.849353,-35.046496,-36.316386,-35.924685,-36.366394,-37.335533,-37.200335
1547.5781,-30.881319,-32.006136,-34.895315,-35.083095,-36.452869,-35.845732,-36.235406,-37.133329,-36.993678
1547.5812,-30.888206,-32.026691,-34.92069,-35.127877,-36.585677,-35.781031,-36.124181,-36.935195,-36.801275
1547.5844,-30.896535,-32.048954,-34.923087,-35.181767,-36.705367,-35.728827,-36.03109,-36.749903,-36.628145
1547.5875,-30.906668,-32.072499,-34.902537,-35.245716,-36.801576,-35.687593,-35.954234,-36.582572,-36.476353
1547.5906,-30.919073,-32.09669,-34.861468,-35.32058,-36.864714,-35.656065,-35.891728,-36.435433,-36.345947
1547.5938,-30.934359,-32.120677,-34.804157,-35.406936,-36.887986,-35.633243,-35.84186,-36.308719,-36.235775
1547.5969,-30.953316,-32.143446,-34.735849,-35.504828,-36.869034,-35.61838,-35.803167,-36.201446,-36.144086
1547.6,-30.976975,-32.163904,-34.661849,-35.613436,-36.81053,-35.610961,-35.774459,-36.112005,-36.068947
1547.6031,-31.006689,-32.181005,-34.586819,-35.730714,-36.719459,-35.61069,-35.754822,-36.03858,-36.008496
1547.6063,-31.044221,-32.193885,-34.514381,-35.853059,-36.605402,-35.617473,-35.743596,-35.979391,-35.961072
1547.6094,-31.091872,-32.201985,-34.447021,-35.975146,-36.478548,-35.631413,-35.740366,-35.932848,-35.925288
1547.6125,-31.152616,-32.205134,-34.386197,-36.09007,-36.34806,-35.652805,-35.744944,-35.897605,-35.900042
1547.6156,-31.230262,-32.203557,-34.332558,-36.189941,-36.221137,-35.682137,-35.757358,-35.872591,-35.884516
1547.6188,-31.329607,-32.197829,-34.286178,-36.266942,-36.10274,-35.72009,-35.777847,-35.857004,-35.878162
1547.6219,-31.456577,-32.18877,-34.246777,-36.314709,-35.995795,-35.767542,-35.806862,-35.850299,-35.88069
1547.625,-31.618297,-32.177323,-34.213888,-36.329621,-35.901621,-35.825551,-35.84506,-35.852178,-35.892051
1547.6281,-31.823071,-32.164434,-34.186971,-36.311589,-35.820413,-35.89534,-35.893309,-35.862576,-35.912435
1547.6312,-32.08021,-32.150959,-34.165495,-36.264005,-35.751675,-35.978237,-35.952679,-35.881652,-35.942261
1547.6344,-32.399692,-32.137609,-34.148976,-36.192906,-35.694545,-36.075584,-36.024419,-35.90979,-35.982181
1547.6375,-32.791621,-32.124927,-34.137003,-36.105678,-35.648031,-36.188576,-36.109909,-35.94759,-36.033073
1547.6406,-33.26549,-32.113294,-34.129246,-36.009754,-35.611152,-36.318029,-36.210574,-35.995879,-36.096035
1547.6437,-33.829244,-32.102948,-34.125458,-35.911644,-35.583029,-36.464047,-36.327737,-36.055692,-36.172365
1547.6469,-34.488142,-32.094015,-34.125472,-35.816415,-35.562923,-36.625609,-36.462388,-36.128268,-36.263508
1547.65,-35.243381,-32.086536,-34.129201,-35.727588,-35.550253,-36.800096,-36.614873,-36.215007,-36.370972
1547.6531,-36.090434,-32.08049,-34.136631,-35.647299,-35.544599,-36.982848,-36.784469,-36.317402,-36.496187
1547.6562,-37.017095,-32.075819,-34.147819,-35.576602,-35.5457,-37.166892,-36.968897,-36.436918,-36.640273
1547.6594,-38.001387,-32.072434,-34.162895,-35.515776,-35.553449,-37.343037,-37.163827,-36.574806,-36.803728
1547.6625,-39.009909,-32.07023,-34.182059,-35.464617,-35.567887,-37.50054,-37.362504,-36.731827,-36.985998
1547.6656,-39.997998,-32.069091,-34.20558,-35.422649,-35.5892,-37.628423,-37.555702,-36.907879,-37.184968
1547.6688,-40.913674,-32.068891,-34.233801,-35.389282,-35.617718,-37.717304,-37.732229,-37.101531,-37.396418
1547.6719,-41.706733,-32.069496,-34.267139,-35.363915,-35.653917,-37.761265,-37.880138,-37.3095,-37.613575
1547.675,-42.341028,-32.070767,-34.306084,-35.345994,-35.698419,-37.759112,-37.988583,-37.526177,-37.826955
1547.6781,-42.803714,-32.072558,-34.351203,-35.335047,-35.751995,-37.714525,-38.049921,-37.743334,-38.024744
1547.6813,-43.105422,-32.07472,-34.403134,-35.3307,-35.815557,-37.635052,-38.061347,-37.950266,-38.193935
1547.6844,-43.271751,-32.077101,-34.462585,-35.33268,-35.890157,-37.530392,-38.025442,-38.134574,-38.322236
1547.6875,-43.332472,-32.079555,-34.530319,-35.340813,-35.976963,-37.410593,-37.949389,-38.283704,-38.400377
1547.6906,-43.314243,-32.081938,-34.607136,-35.355022,-36.077226,-37.284675,-37.843239,-38.38707,-38.424109
1547.6937,-43.238178,-32.08412,-34.693851,-35.375321,-36.192224,-37.159872,-37.717903,-38.438177,-38.395103
1547.6969,-43.120546,-32.085989,-34.791243,-35.401809,-36.323168,-37.041422,-37.583502,-38.436022,-38.320364
1547.7,-42.974474,-32.087456,-34.900007,-35.434661,-36.471081,-36.932731,-37.448367,-38.38516,-38.210454
1547.7031,-42.811387,-32.088459,-35.02067,-35.474131,-36.636614,-36.835726,-37.318691,-38.294459,-38.07727
1547.7062,-42.641755,-32.088967,-35.153494,-35.520536,-36.819822,-36.751242,-37.198623,-38.175074,-37.932115
1547.7094,-42.47527,-32.08898,-35.298354,-35.574256,-37.019879,-36.679377,-37.090617,-38.038411,-37.784471
1547.7125,-42.320701,-32.08853,-35.454592,-35.635723,-37.234763,-36.619781,-36.995853,-37.894616,-37.641514
1547.7156,-42.185666,-32.087676,-35.620856,-35.705412,-37.460939,-36.571859,-36.914626,-37.75178,-37.508153
1547.7188,-42.076461,-32.086501,-35.794943,-35.783825,-37.6931,-36.534921,-36.846679,-37.615758,-37.387384
1547.7219,-41.997993,-32.085107,-35.97366,-35.871476,-37.924062,-36.508269,-36.791442,-37.490377,-37.280739
1547.725,-41.953782,-32.08361,-36.152744,-35.968862,-38.144934,-36.491255,-36.748202,-37.377832,-37.188723
1547.7281,-41.946022,-32.08213,-36.326893,-36.076431,-38.345667,-36.483308,-36.716215,-37.279116,-37.111176
1547.7313,-41.975632,-32.080794,-36.489942,-36.194541,-38.516032,-36.483952,-36.694778,-37.194404,-37.047555
1547.7344,-42.042283,-32.079722,-36.635246,-36.323396,-38.646935,-36.492803,-36.683261,-37.12336,-36.99713
1547.7375,-42.144383,-32.079033,-36.756238,-36.462979,-38.731806,-36.509576,-36.68113,-37.065365,-36.959112
1547.7406,-42.279009,-32.078839,-36.847147,-36.612957,-38.767667,-36.534069,-36.687953,-37.019672,-36.932737
1547.7438,-42.441795,-32.079244,-36.903727,-36.772572,-38.755547,-36.566168,-36.703402,-36.985513,-36.917315
1547.7469,-42.626826,-32.080346,-36.923839,-36.940519,-38.700091,-36.605832,-36.727241,-36.962158,-36.912252
1547.75,-42.826573,-32.082237,-36.907749,-37.11481,-38.608548,-36.653088,-36.759329,-36.948951,-36.917064
1547.7531,-43.031957,-32.085005,-36.858031,-37.292655,-38.489467,-36.708025,-36.799607,-36.945332,-36.931372
1547.7562,-43.232643,-32.088732,-36.77914,-37.470366,-38.351496,-36.770783,-36.84809,-36.950843,-36.954907
1547.7594,-43.417653,-32.0935,-36.67675,-37.643338,-38.202495,-36.841544,-36.904859,-36.965126,-36.987496
1547.7625,-43.576317,-32.099391,-36.557039,-37.806138,-38.049046,-36.920516,-36.97005,-36.987919,-37.029058
1547.7656,-43.699503,-32.106487,-36.426066,-37.952744,-37.896292,-37.007916,-37.043841,-37.019056,-37.079591
1547.7687,-43.780872,-32.114871,-36.289308,-38.076974,-37.748013,-37.103945,-37.126436,-37.058454,-37.139165
1547.7719,-43.817847,-32.124626,-36.151397,-38.17306,-37.60681,-37.208754,-37.21804,-37.106104,-37.207905
1547.775,-43.811973,-32.135839,-36.016021,-38.236324,-37.47435,-37.322402,-37.318833,-37.162066,-37.285976
1547.7781,-43.768565,-32.148595,-35.88595,-38.263807,-37.351586,-37.444798,-37.428931,-37.226453,-37.37356
1547.7812,-43.695744,-32.162976,-35.763128,-38.254707,-37.238963,-37.57563,-37.548332,-37.299415,-37.470833
1547.7844,-43.603173,-32.179063,-35.648814,-38.210512,-37.136576,-37.714282,-37.67686,-37.381119,-37.577923
1547.7875,-43.500834,-32.196927,-35.543717,-38.134774,-37.044291,-37.859733,-37.814077,-37.471721,-37.694867
1547.7906,-43.398048,-32.216624,-35.448133,-38.032605,-36.961843,-38.010454,-37.959197,-37.571332,-37.821552
1547.7938,-43.302863,-32.238197,-35.362057,-37.910012,-36.888892,-38.164305,-38.110979,-37.67997,-37.957638
1547.7969,-43.221737,-32.261661,-35.28528,-37.773232,-36.825072,-38.318456,-38.267618,-37.797505,-38.10247
1547.8,-43.159469,-32.287001,-35.217462,-37.628185,-36.770021,-38.46935,-38.426644,-37.923587,-38.25498
1547.8031,-43.11926,-32.314167,-35.158193,-37.480093,-36.723399,-38.612747,-38.584857,-38.057563,-38.413571
1547.8063,-43.102826,-32.343063,-35.107026,-37.333285,-36.6849,-38.743869,-38.738308,-38.198381,-38.576012
1547.8094,-43.110538,-32.373548,-35.063518,-37.191142,-36.654262,-38.85768,-38.882381,-38.344496,-38.739351
1547.8125,-43.141536,-32.40543,-35.02724,-37.056155,-36.631265,-38.949287,-39.011992,-38.493774,-38.899868
1547.8156,-43.193823,-32.43847,-34.997799,-36.93003,-36.615737,-39.014435,-39.12192,-38.643424,-39.053114
1547.8187,-43.264351,-32.472385,-34.974839,-36.81383,-36.607552,-39.050014,-39.207268,-38.789972,-39.194048
1547.8219,-43.34911,-32.506856,-34.958049,-36.708116,-36.606627,-39.054478,-39.263989,-38.929312,-39.317316
1547.825,-43.44325,-32.541546,-34.947164,-36.61307,-36.612918,-39.028072,-39.289396,-39.056855,-39.417665
1547.8281,-43.541267,-32.576111,-34.941962,-36.528609,-36.626418,-38.972811,-39.282531,-39.167789,-39.490458
1547.8312,-43.637264,-32.610225,-34.942264,-36.454472,-36.647146,-38.892222,-39.24432,-39.257464,-39.53222
1547.8344,-43.725323,-32.643596,-34.947928,-36.39029,-36.675145,-38.790895,-39.177452,-39.321839,-39.541094
1547.8375,-43.799946,-32.675985,-34.95885,-36.335637,-36.710465,-38.673974,-39.086025,-39.357955,-39.517115
1547.8406,-43.856543,-32.707228,-34.974953,-36.290071,-36.753158,-38.546659,-38.975051,-39.364309,-39.462211
1547.8438,-43.891882,-32.737239,-34.996184,-36.253157,-36.803253,-38.413823,-38.849916,-39.341064,-39.379952
1547.8469,-43.904419,-32.766025,-35.022511,-36.224487,-36.860746,-38.279741,-38.715905,-39.290041,-39.275094
1547.85,-43.894441,-32.79368,-35.053909,-36.203686,-36.925573,-38.147966,-38.577845,-39.214482,-39.15303
1547.8531,-43.863977,-32.820384,-35.09036,-36.190427,-36.997588,-38.021294,-38.439887,-39.118655,-39.019271
1547.8563,-43.816512,-32.84639,-35.131839,-36.18442,-37.076533,-37.901811,-38.305413,-39.007385,-38.879017
1547.8594,-43.756554,-32.872018,-35.178309,-36.185423,-37.162013,-37.790978,-38.177036,-38.885603,-38.736869
1547.8625,-43.689156,-32.897633,-35.229707,-36.193229,-37.253464,-37.68974,-38.056671,-38.757976,-38.596676
1547.8656,-43.619455,-32.923638,-35.285938,-36.20767,-37.350131,-37.598631,-37.945627,-38.628653,-38.4615
1547.8688,-43.552296,-32.950459,-35.346863,-36.228603,-37.451047,-37.517876,-37.844724,-38.501131,-38.333647
1547.8719,-43.491951,-32.97853,-35.412288,-36.255909,-37.555024,-37.447475,-37.754398,-38.378208,-38.214764
1547.875,-43.441949,-33.008292,-35.481957,-36.28948,-37.660659,-37.387271,-37.674799,-38.262016,-38.105942
1547.8781,-43.404978,-33.040175,-35.555539,-36.329215,-37.766356,-37.337012,-37.605874,-38.154095,-38.007827
1547.8812,-43.382856,-33.074604,-35.632626,-36.375006,-37.870367,-37.296387,-37.547432,-38.05548,-37.920726
1547.8844,-43.376534,-33.111984,-35.712724,-36.42673,-37.970858,-37.265056,-37.499194,-37.966803,-37.844701
1547.8875,-43.38612,-33.152702,-35.795254,-36.484237,-38.065991,-37.242679,-37.460835,-37.888384,-37.779634
1547.8906,-43.410922,-33.197122,-35.879553,-36.547341,-38.154016,-37.228918,-37.432011,-37.820309,-37.725297
1547.8937,-43.449494,-33.245576,-35.964879,-36.615805,-38.233379,-37.223456,-37.412375,-37.7625,-37.68139
1547.8969,-43.499695,-33.298361,-36.05042,-36.689333,-38.302807,-37.225992,-37.40159,-37.714767,-37.647576
1547.9,-43.55877,-33.355731,-36.135313,-36.767562,-38.361387,-37.236246,-37.399339,-37.676849,-37.623506
1547.9031,-43.623458,-33.417882,-36.218657,-36.850047,-38.408617,-37.253951,-37.405319,-37.648446,-37.608834
1547.9062,-43.690136,-33.484942,-36.299536,-36.936262,-38.444414,-37.278855,-37.419247,-37.629237,-37.603223
1547.9094,-43.755007,-33.556955,-36.377046,-37.02559,-38.469095,-37.310708,-37.440854,-37.618899,-37.606351
1547.9125,-43.814329,-33.633865,-36.450319,-37.117327,-38.483327,-37.349259,-37.469876,-37.61711,-37.617912
1547.9156,-43.864676,-33.715496,-36.518551,-37.210683,-38.48805,-37.394246,-37.506051,-37.623555,-37.63761
1547.9188,-43.903201,-33.801539,-36.581026,-37.304791,-38.484394,-37.445387,-37.549112,-37.63793,-37.66516
1547.9219,-43.927868,-33.891535,-36.637135,-37.39872,-38.47359,-37.502374,-37.598771,-37.659931,-37.700273
1547.925,-43.937631,-33.98487,-36.686404,-37.49149,-38.456891,-37.564863,-37.654721,-37.689258,-37.742655
1547.9281,-43.93251,-34.080772,-36.728495,-37.582094,-38.435505,-37.632466,-37.716617,-37.725606,-37.791997
1547.9313,-43.913563,-34.178324,-36.763224,-37.669523,-38.410546,-37.704747,-37.784075,-37.768659,-37.847964
1547.9344,-43.882763,-34.276485,-36.790557,-37.752791,-38.383001,-37.781215,-37.856662,-37.81808,-37.910189
1547.9375,-43.842786,-34.374129,-36.810606,-37.830967,-38.353711,-37.861323,-37.93389,-37.873511,-37.978262
1547.9406,-43.796761,-34.470096,-36.823619,-37.903198,-38.323368,-37.944465,-38.015213,-37.934561,-38.051726
1547.9437,-43.748011,-34.563255,-36.829969,-37.968735,-38.292519,-38.029979,-38.100024,-38.000801,-38.130069
1547.9469,-43.699812,-34.652573,-36.830129,-38.026959,-38.261577,-38.117152,-38.187658,-38.07176,-38.212724
1547.95,-43.655194,-34.737187,-36.824656,-38.07739,-38.23084,-38.205228,-38.277392,-38.146924,-38.29906
1547.9531,-43.616789,-34.816468,-36.814169,-38.119706,-38.200507,-38.293416,-38.368456,-38.225731,-38.388391
1547.9562,-43.586727,-34.890069,-36.799326,-38.153741,-38.170699,-38.380904,-38.460039,-38.307573,-38.479977
1547.9594,-43.566576,-34.957959,-36.780804,-38.179487,-38.141474,-38.466876,-38.551303,-38.391801,-38.573027
1547.9625,-43.557304,-35.020428,-36.759279,-38.197083,-38.112848,-38.550523,-38.641396,-38.477726,-38.666717
1547.9656,-43.559279,-35.078074,-36.735411,-38.206804,-38.084809,-38.631066,-38.729471,-38.564629,-38.760195
1547.9688,-43.572277,-35.131768,-36.70983,-38.209043,-38.057328,-38.707767,-38.814702,-38.651771,-38.8526
1547.9719,-43.595509,-35.182606,-36.683122,-38.204289,-38.030374,-38.779951,-38.896298,-38.738402,-38.943076
1547.975,-43.627664,-35.231848,-36.655827,-38.193108,-38.00392,-38.847014,-38.973526,-38.823774,-39.03079
1547.9781,-43.666967,-35.280862,-36.62843,-38.176121,-37.977951,-38.908437,-39.04572,-38.907153,-39.114949
1547.9813,-43.711254,-35.331067,-36.601356,-38.153979,-37.95247,-38.963793,-39.112296,-38.987835,-39.194813
1547.9844,-43.758076,-35.383885,-36.574973,-38.127349,-37.927498,-39.012754,-39.172761,-39.065153,-39.269711
1547.9875,-43.804822,-35.4407,-36.54959,-38.096896,-37.903079,-39.055088,-39.226716,-39.138494,-39.339052
1547.9906,-43.848864,-35.502827,-36.525461,-38.063264,-37.879281,-39.090661,-39.273862,-39.207301,-39.402329
1547.9938,-43.887726,-35.571487,-36.502784,-38.027073,-37.856194,-39.11943,-39.313995,-39.271087,-39.459127
1547.9969,-43.91925,-35.647791,-36.481708,-37.988902,-37.833927,-39.141435,-39.347007,-39.329433,-39.509121
1548,-43.941748,-35.732724,-36.462335,-37.949288,-37.812612,-39.156788,-39.372872,-39.381995,-39.552078
1548.0031,-43.954134,-35.827128,-36.444725,-37.908725,-37.792397,-39.165669,-39.391644,-39.428499,-39.587847
1548.0062,-43.956001,-35.931688,-36.428896,-37.867656,-37.773446,-39.168307,-39.403443,-39.46874,-39.616357
1548.0094,-43.947642,-36.046911,-36.414834,-37.826481,-37.755935,-39.164975,-39.408451,-39.50258,-39.637606
1548.0125,-43.930011,-36.173103,-36.402488,-37.785551,-37.740054,-39.15598,-39.406895,-39.529939,-39.651657
1548.0156,-43.904626,-36.310342,-36.391781,-37.745179,-37.726,-39.14165,-39.399045,-39.550789,-39.658626
1548.0187,-43.873439,-36.458441,-36.382608,-37.705639,-37.713976,-39.122335,-39.385202,-39.565152,-39.658677
1548.0219,-43.838668,-36.61692,-36.374839,-37.66717,-37.704193,-39.098391,-39.365695,-39.573089,-39.652017
1548.025,-43.802645,-36.784965,-36.368323,-37.629982,-37.696862,-39.070186,-39.340873,-39.574701,-39.63889
1548.0281,-43.767654,-36.961407,-36.362889,-37.594256,-37.6922,-39.038091,-39.311104,-39.570118,-39.619571
